Nom;Pob
  43053-Duesaigües ;236
  43054-Espluga de Francolí, L' ;3818
  43055-Falset ;2867
  43056-Fatarella, La ;1028
  43057-Febró, La ;39
  43058-Figuera, La ;117
  43059-Figuerola del Camp ;349
  43060-Flix ;3754
  43061-Forès ;51
  43062-Freginals ;399
  43063-Galera, La ;770
  43064-Gandesa ;3009
  43065-Garcia ;583
  43066-Garidells, Els ;188
  43067-Ginestar ;802
  43068-Godall ;632
  43069-Gratallops ;243
  43070-Guiamets, Els ;277
  43071-Horta de Sant Joan ;1217
  43072-Lloar, El ;121
  43073-Llorac ;111
  43074-Llorenç del Penedès ;2323
  43076-Marçà ;596
  43075-Margalef ;106
  43077-Mas de Barberans ;604
  43078-Masdenverge ;1096
  43079-Masllorenç ;501
  43080-Masó, La ;290
  43081-Maspujols ;786
  43082-Masroig, El ;511
  43083-Milà, El ;178
  43084-Miravet ;747
  43085-Molar, El ;291
  43086-Montblanc ;7283
  43088-Montbrió del Camp ;2693
  43089-Montferri ;378
  43090-Montmell, El ;1373
  43091-Mont-ral ;176
  43092-Mont-roig del Camp ;11877
  43093-Móra d'Ebre ;5477
  43094-Móra la Nova ;3185
  43095-Morell, El ;3524
  43096-Morera de Montsant, La ;147
  43097-Nou de Gaià, La ;537
  43098-Nulles ;448
  43100-Pallaresos, Els ;4547
  43099-Palma d'Ebre, La ;376
  43101-Passanant i Belltall ;173
  43102-Paüls ;582
  43103-Perafort ;1320
  43104-Perelló, El ;2925
  43105-Piles, Les ;209
  43106-Pinell de Brai, El ;1053
  43107-Pira ;494
  43108-Pla de Santa Maria, El ;2333
  43109-Pobla de Mafumet, La ;3675
  43110-Pobla de Massaluca, La ;341
  43111-Pobla de Montornès, La ;2861
  43112-Poboleda ;363
  43113-Pont d'Armentera, El ;545
  43141-Pontils ;121
  43114-Porrera ;448
  43115-Pradell de la Teixeta ;183
  43116-Prades ;623
  43117-Prat de Comte ;165
  43118-Pratdip ;697
  43119-Puigpelat ;1119
  43120-Querol ;563
  43121-Rasquera ;864
  43122-Renau ;151
  43123-Reus ;103194
  43124-Riba, La ;605
  43125-Riba-roja d'Ebre ;1172
  43126-Riera de Gaià, La ;1679
  43127-Riudecanyes ;1151
  43128-Riudecols ;1216
  43129-Riudoms ;6633
  43130-Rocafort de Queralt ;251
  43131-Roda de Berà ;6352
  43132-Rodonyà ;501
  43133-Roquetes ;8234
  43134-Rourell, El ;404
  43135-Salomó ;539
  43905-Salou ;26459
  43136-Sant Carles de la Ràpita ;14760
  43137-Sant Jaume dels Domenys ;2521
  43902-Sant Jaume d'Enveja ;3538
  43138-Santa Bàrbara ;3734
  43139-Santa Coloma de Queralt ;2850
  43140-Santa Oliva ;3283
  43142-Sarral ;1585
  43143-Savallà del Comtat ;62
  43144-Secuita, La ;1670
  43145-Selva del Camp, La ;5559
  43146-Senan ;47
  43044-Sénia, La ;5799
  43147-Solivella ;629
  43148-Tarragona ;131255
  43149-Tivenys ;868
  43150-Tivissa ;1751
  43151-Torre de Fontaubella, La ;129
  43152-Torre de l'Espanyol, La ;644
  43153-Torredembarra ;15371
  43154-Torroja del Priorat ;164
  43155-Tortosa ;33864
  43156-Ulldecona ;6637
  43157-Ulldemolins ;404
  43158-Vallclara ;109
  43159-Vallfogona de Riucorb ;95
  43160-Vallmoll ;1651
  43161-Valls ;24321
  43162-Vandellòs i l'Hospitalet de l'Infant ;6050
  43163-Vendrell, El ;36558
  43164-Vespella de Gaià ;425
  43165-Vilabella ;803
  43175-Vilalba dels Arcs ;669
  43166-Vilallonga del Camp ;2228
  43168-Vilanova de Prades ;121
  43167-Vilanova d'Escornalbou ;538
  43169-Vilaplana ;624
  43170-Vila-rodona ;1276
  43171-Vila-seca ;22332
  43172-Vilaverd ;469
  43173-Vilella Alta, La ;135
  43174-Vilella Baixa, La ;197
  43176-Vimbodí i Poblet ;966
  43177-Vinebre ;435
  43178-Vinyols i els Arcs ;1931
  43052-Xerta ;1209
  44001-Ababuj ;73
  44002-Abejuela ;54
  44003-Aguatón ;19
  44004-Aguaviva ;586
  44005-Aguilar del Alfambra ;66
  44006-Alacón ;293
  44007-Alba ;210
  44008-Albalate del Arzobispo ;2001
  44009-Albarracín ;1049
  44010-Albentosa ;270
  44011-Alcaine ;74
  44012-Alcalá de la Selva ;399
  44013-Alcañiz ;16230
  44014-Alcorisa ;3374
  44016-Alfambra ;571
  44017-Aliaga ;365
  44021-Allepuz ;118
  44022-Alloza ;604
  44023-Allueva ;27
  44018-Almohaja ;20
  44019-Alobras ;70
  44020-Alpeñés ;21
  44024-Anadón ;25
  44025-Andorra ;8065
  44026-Arcos de las Salinas ;105
  44027-Arens de Lledó ;206
  44028-Argente ;214
  44029-Ariño ;763
  44031-Azaila ;116
  44032-Bádenas ;19
  44033-Báguena ;327
  44034-Bañón ;150
  44035-Barrachina ;133
  44036-Bea ;26
  44037-Beceite ;566
  44039-Bello ;238
  44038-Belmonte de San José ;117
  44040-Berge ;246
  44041-Bezas ;67
  44042-Blancas ;149
  44043-Blesa ;109
  44044-Bordón ;117
  44045-Bronchales ;423
  44046-Bueña ;55
  44047-Burbáguena ;254
  44048-Cabra de Mora ;73
  44049-Calaceite ;1052
  44050-Calamocha ;4417
  44051-Calanda ;3893
  44052-Calomarde ;87
  44053-Camañas ;125
  44054-Camarena de la Sierra ;123
  44055-Camarillas ;99
  44056-Caminreal ;659
  44059-Cantavieja ;741
  44060-Cañada de Benatanduz ;41
  44061-Cañada de Verich, La ;102
  44062-Cañada Vellida ;36
  44063-Cañizar del Olivar ;103
  44064-Cascante del Río ;80
  44065-Castejón de Tornos ;60
  44066-Castel de Cabra ;122
  44070-Castellar, El ;58
  44071-Castellote ;728
  44067-Castelnou ;142
  44068-Castelserás ;840
  44074-Cedrillas ;619
  44075-Celadas ;398
  44076-Cella ;2776
  44077-Cerollera, La ;106
  44080-Codoñera, La ;365
  44082-Corbalán ;110
  44084-Cortes de Aragón ;58
  44085-Cosa ;57
  44086-Cretas ;573
  44087-Crivillén ;74
  44088-Cuba, La ;37
  44089-Cubla ;54
  44090-Cucalón ;104
  44092-Cuervo, El ;87
  44093-Cuevas de Almudén ;140
  44094-Cuevas Labradas ;123
  44096-Ejulve ;200
  44097-Escorihuela ;158
  44099-Escucha ;953
  44100-Estercuel ;229
  44101-Ferreruela de Huerva ;69
  44102-Fonfría ;31
  44103-Formiche Alto ;180
  44105-Fórnoles ;86
  44106-Fortanete ;203
  44107-Foz-Calanda ;269
  44108-Fresneda, La ;474
  44109-Frías de Albarracín ;131
  44110-Fuenferrada ;57
  44111-Fuentes Calientes ;93
  44112-Fuentes Claras ;528
  44113-Fuentes de Rubielos ;121
  44114-Fuentespalda ;285
  44115-Galve ;167
  44116-Gargallo ;103
  44117-Gea de Albarracín ;387
  44118-Ginebrosa, La ;203
  44119-Griegos ;157
  44120-Guadalaviar ;247
  44121-Gúdar ;77
  44122-Híjar ;1761
  44123-Hinojosa de Jarque ;136
  44124-Hoz de la Vieja, La ;82
  44125-Huesa del Común ;73
  44126-Iglesuela del Cid, La ;432
  44127-Jabaloyas ;77
  44128-Jarque de la Val ;78
  44129-Jatiel ;48
  44130-Jorcas ;41
  44131-Josa ;36
  44132-Lagueruela ;81
  44133-Lanzuela ;29
  44135-Libros ;124
  44136-Lidón ;52
  44137-Linares de Mora ;287
  44141-Lledó ;169
  44138-Loscos ;151
  44142-Maicas ;36
  44143-Manzanera ;510
  44144-Martín del Río ;441
  44145-Mas de las Matas ;1318
  44146-Mata de los Olmos, La ;261
  44147-Mazaleón ;534
  44148-Mezquita de Jarque ;115
  44149-Mirambel ;119
  44150-Miravete de la Sierra ;29
  44151-Molinos ;258
  44152-Monforte de Moyuela ;66
  44153-Monreal del Campo ;2611
  44154-Monroyo ;360
  44155-Montalbán ;1327
  44156-Monteagudo del Castillo ;52
  44157-Monterde de Albarracín ;69
  44158-Mora de Rubielos ;1585
  44159-Moscardón ;58
  44160-Mosqueruela ;593
  44161-Muniesa ;635
  44163-Noguera de Albarracín ;151
  44164-Nogueras ;29
  44165-Nogueruelas ;207
  44167-Obón ;48
  44168-Odón ;226
  44169-Ojos Negros ;413
  44171-Olba ;240
  44172-Oliete ;412
  44173-Olmos, Los ;127
  44174-Orihuela del Tremedal ;535
  44175-Orrios ;137
  44176-Palomar de Arroyos ;182
  44177-Pancrudo ;112
  44178-Parras de Castellote, Las ;59
  44179-Peñarroya de Tastavins ;477
  44180-Peracense ;72
  44181-Peralejos ;86
  44182-Perales del Alfambra ;238
  44183-Pitarque ;90
  44184-Plou ;52
  44185-Pobo, El ;142
  44187-Portellada, La ;240
  44189-Pozondón ;62
  44190-Pozuel del Campo ;74
  44191-Puebla de Híjar, La ;947
  44192-Puebla de Valverde, La ;500
  44193-Puertomingalvo ;119
  44194-Ráfales ;133
  44195-Rillo ;97
  44196-Riodeva ;163
  44197-Ródenas ;66
  44198-Royuela ;221
  44199-Rubiales ;53
  44200-Rubielos de la Cérida ;41
  44201-Rubielos de Mora ;661
  44203-Salcedillo ;13
  44204-Saldón ;27
  44205-Samper de Calanda ;854
  44206-San Agustín ;141
  44207-San Martín del Río ;174
  44208-Santa Cruz de Nogueras ;39
  44209-Santa Eulalia ;1081
  44210-Sarrión ;1167
  44211-Segura de los Baños ;40
  44212-Seno ;43
  44213-Singra ;80
  44215-Terriente ;178
  44216-Teruel ;35590
  44217-Toril y Masegoso ;30
  44218-Tormón ;34
  44219-Tornos ;235
  44220-Torralba de los Sisones ;157
  44223-Torre de Arcas ;81
  44224-Torre de las Arcas ;29
  44225-Torre del Compte ;137
  44227-Torre los Negros ;90
  44221-Torrecilla de Alcañiz ;407
  44222-Torrecilla del Rebollar ;144
  44226-Torrelacárcel ;184
  44228-Torremocha de Jiloca ;110
  44229-Torres de Albarracín ;181
  44230-Torrevelilla ;200
  44231-Torrijas ;45
  44232-Torrijo del Campo ;489
  44234-Tramacastiel ;75
  44235-Tramacastilla ;107
  44236-Tronchón ;68
  44237-Urrea de Gaén ;488
  44238-Utrillas ;3110
  44239-Valacloche ;27
  44240-Valbona ;193
  44241-Valdealgorfa ;664
  44243-Valdecuenca ;40
  44244-Valdelinares ;85
  44245-Valdeltormo ;312
  44246-Valderrobres ;2342
  44247-Valjunquera ;358
  44249-Vallecillo, El ;60
  44250-Veguillas de la Sierra ;22
  44251-Villafranca del Campo ;299
  44252-Villahermosa del Campo ;103
  44256-Villanueva del Rebollar de la Sierra ;51
  44257-Villar del Cobo ;189
  44258-Villar del Salz ;74
  44260-Villarluengo ;189
  44261-Villarquemado ;869
  44262-Villarroya de los Pinares ;163
  44263-Villastar ;526
  44264-Villel ;342
  44265-Vinaceite ;262
  44266-Visiedo ;133
  44267-Vivel del Río Martín ;83
  44268-Zoma, La ;18
  45001-Ajofrín ;2314
  45002-Alameda de la Sagra ;3478
  45003-Albarreal de Tajo ;713
  45004-Alcabón ;720
  45005-Alcañizo ;292
  45006-Alcaudete de la Jara ;1897
  45007-Alcolea de Tajo ;830
  45008-Aldea en Cabo ;184
  45009-Aldeanueva de Barbarroya ;612
  45010-Aldeanueva de San Bartolomé ;475
  45011-Almendral de la Cañada ;339
  45012-Almonacid de Toledo ;865
  45013-Almorox ;2248
  45014-Añover de Tajo ;5191
  45015-Arcicóllar ;833
  45016-Argés ;6000
  45017-Azután ;291
  45018-Barcience ;747
  45019-Bargas ;10008
  45020-Belvís de la Jara ;1663
  45021-Borox ;3605
  45022-Buenaventura ;445
  45023-Burguillos de Toledo ;3028
  45024-Burujón ;1399
  45025-Cabañas de la Sagra ;1760
  45026-Cabañas de Yepes ;272
  45027-Cabezamesada ;433
  45028-Calera y Chozas ;4691
  45029-Caleruela ;234
  45030-Calzada de Oropesa ;564
  45031-Camarena ;3776
  45032-Camarenilla ;553
  45033-Campillo de la Jara, El ;405
  45034-Camuñas ;1824
  45035-Cardiel de los Montes ;372
  45036-Carmena ;785
  45037-Carpio de Tajo, El ;2038
  45038-Carranque ;4545
  45039-Carriches ;294
  45040-Casar de Escalona, El ;1986
  45041-Casarrubios del Monte ;5319
  45042-Casasbuenas ;208
  45043-Castillo de Bayuela ;978
  45045-Cazalegas ;1730
  45046-Cebolla ;3527
  45047-Cedillo del Condado ;3604
  45048-Cerralbos, Los ;434
  45049-Cervera de los Montes ;521
  45056-Chozas de Canales ;3763
  45057-Chueca ;269
  45050-Ciruelos ;564
  45051-Cobeja ;2196
  45052-Cobisa ;4154
  45053-Consuegra ;10437
  45054-Corral de Almaguer ;5677
  45055-Cuerva ;1400
  45058-Domingo Pérez ;461
  45059-Dosbarrios ;2255
  45060-Erustes ;225
  45061-Escalona ;3306
  45062-Escalonilla ;1470
  45063-Espinoso del Rey ;507
  45064-Esquivias ;5389
  45065-Estrella, La ;260
  45066-Fuensalida ;11068
  45067-Gálvez ;3187
  45068-Garciotum ;197
  45069-Gerindote ;2427
  45070-Guadamur ;1864
  45071-Guardia, La ;2329
  45072-Herencias, Las ;823
  45073-Herreruela de Oropesa ;357
  45074-Hinojosa de San Vicente ;413
  45075-Hontanar ;156
  45076-Hormigos ;741
  45077-Huecas ;661
  45078-Huerta de Valdecarábanos ;1798
  45079-Iglesuela, La ;430
  45080-Illán de Vacas ;6
  45081-Illescas ;25964
  45082-Lagartera ;1503
  45083-Layos ;644
  45084-Lillo ;2813
  45085-Lominchar ;2342
  45086-Lucillos ;613
  45087-Madridejos ;10876
  45088-Magán ;3202
  45089-Malpica de Tajo ;1861
  45090-Manzaneque ;391
  45091-Maqueda ;476
  45092-Marjaliza ;278
  45093-Marrupe ;170
  45094-Mascaraque ;479
  45095-Mata, La ;917
  45096-Mazarambroz ;1287
  45097-Mejorada ;1294
  45098-Menasalbas ;2814
  45099-Méntrida ;4984
  45100-Mesegar de Tajo ;228
  45101-Miguel Esteban ;5080
  45102-Mocejón ;4874
  45103-Mohedas de la Jara ;453
  45104-Montearagón ;554
  45105-Montesclaros ;440
  45106-Mora ;10077
  45107-Nambroca ;4442
  45108-Nava de Ricomalillo, La ;597
  45109-Navahermosa ;3878
  45110-Navalcán ;2166
  45111-Navalmoralejo ;70
  45112-Navalmorales, Los ;2757
  45113-Navalucillos, Los ;2357
  45114-Navamorcuende ;668
  45115-Noblejas ;3534
  45116-Noez ;926
  45117-Nombela ;946
  45118-Novés ;2727
  45119-Numancia de la Sagra ;4763
  45120-Nuño Gómez ;154
  45121-Ocaña ;10795
  45122-Olías del Rey ;7229
  45123-Ontígola ;4232
  45124-Orgaz ;2738
  45125-Oropesa ;2771
  45126-Otero ;371
  45127-Palomeque ;902
  45128-Pantoja ;3409
  45129-Paredes de Escalona ;142
  45130-Parrillas ;375
  45131-Pelahustán ;349
  45132-Pepino ;2714
  45133-Polán ;3851
  45134-Portillo de Toledo ;2187
  45135-Puebla de Almoradiel, La ;5546
  45136-Puebla de Montalbán, La ;8063
  45137-Pueblanueva, La ;2304
  45138-Puente del Arzobispo, El ;1337
  45139-Puerto de San Vicente ;192
  45140-Pulgar ;1603
  45141-Quero ;1084
  45142-Quintanar de la Orden ;11604
  45143-Quismondo ;1568
  45144-Real de San Vicente, El ;1031
  45145-Recas ;4311
  45146-Retamoso de la Jara ;106
  45147-Rielves ;760
  45148-Robledo del Mazo ;327
  45149-Romeral, El ;706
  45150-San Bartolomé de las Abiertas ;524
  45151-San Martín de Montalbán ;800
  45152-San Martín de Pusa ;741
  45153-San Pablo de los Montes ;1910
  45154-San Román de los Montes ;1855
  45155-Santa Ana de Pusa ;449
  45156-Santa Cruz de la Zarza ;4426
  45157-Santa Cruz del Retamar ;2901
  45158-Santa Olalla ;3277
  45901-Santo Domingo-Caudilla ;1021
  45159-Sartajada ;102
  45160-Segurilla ;1318
  45161-Seseña ;21558
  45162-Sevilleja de la Jara ;751
  45163-Sonseca ;11289
  45164-Sotillo de las Palomas ;213
  45165-Talavera de la Reina ;85150
  45166-Tembleque ;2149
  45167-Toboso, El ;1964
  45168-Toledo ;83226
  45169-Torralba de Oropesa ;227
  45171-Torre de Esteban Hambrán, La ;1770
  45170-Torrecilla de la Jara ;262
  45172-Torrico ;827
  45173-Torrijos ;13273
  45174-Totanés ;386
  45175-Turleque ;818
  45176-Ugena ;5282
  45177-Urda ;2830
  45179-Valdeverdeja ;647
  45180-Valmojado ;4079
  45181-Velada ;2893
  45182-Ventas con Peña Aguilera, Las ;1206
  45183-Ventas de Retamosa, Las ;3382
  45184-Ventas de San Julián, Las ;238
  45186-Villa de Don Fadrique, La ;3918
  45185-Villacañas ;10070
  45187-Villafranca de los Caballeros ;5196
  45188-Villaluenga de la Sagra ;3857
  45189-Villamiel de Toledo ;872
  45190-Villaminaya ;559
  45191-Villamuelas ;671
  45192-Villanueva de Alcardete ;3503
  45193-Villanueva de Bogas ;774
  45194-Villarejo de Montalbán ;81
  45195-Villarrubia de Santiago ;2665
  45196-Villaseca de la Sagra ;1808
  45197-Villasequilla ;2545
  45198-Villatobas ;2515
  45199-Viso de San Juan, El ;4263
  45200-Yébenes, Los ;6132
  45201-Yeles ;5038
  45202-Yepes ;5055
  45203-Yuncler ;3594
  45204-Yunclillos ;878
  45205-Yuncos ;10607
  46001-Ademuz ;1149
  46002-Ador ;1374
  46004-Agullent ;2402
  46042-Aielo de Malferit ;4705
  46043-Aielo de Rugat ;173
  46005-Alaquàs ;29838
  46006-Albaida ;5987
  46007-Albal ;16029
  46008-Albalat de la Ribera ;3467
  46009-Albalat dels Sorells ;3896
  46010-Albalat dels Tarongers ;1178
  46011-Alberic ;10498
  46012-Alborache ;1136
  46013-Alboraya ;23819
  46014-Albuixech ;3928
  46016-Alcàntera de Xúquer ;1341
  46015-Alcàsser ;9612
  46018-Alcublas ;727
  46020-Alcúdia de Crespins, l' ;5282
  46019-Alcúdia, l' ;11691
  46021-Aldaia ;31120
  46022-Alfafar ;21125
  46024-Alfara de la Baronia ;526
  46025-Alfara del Patriarca ;3228
  46026-Alfarp ;1532
  46027-Alfarrasí ;1247
  46023-Alfauir ;458
  46028-Algar de Palancia ;503
  46029-Algemesí ;27633
  46030-Algimia de Alfara ;1048
  46031-Alginet ;13144
  46032-Almàssera ;7269
  46033-Almiserà ;272
  46034-Almoines ;2302
  46035-Almussafes ;8759
  46036-Alpuente ;679
  46037-Alqueria de la Comtessa, l' ;1504
  46017-Alzira ;44554
  46038-Andilla ;362
  46039-Anna ;2712
  46040-Antella ;1301
  46041-Aras de los Olmos ;382
  46003-Atzeneta d'Albaida ;1160
  46044-Ayora ;5303
  46046-Barx ;1264
  46045-Barxeta ;1615
  46047-Bèlgida ;683
  46048-Bellreguard ;4623
  46049-Bellús ;326
  46050-Benagéber ;217
  46051-Benaguasil ;10936
  46052-Benavites ;626
  46053-Beneixida ;690
  46054-Benetússer ;14436
  46055-Beniarjó ;1754
  46056-Beniatjar ;240
  46057-Benicolet ;612
  46904-Benicull de Xúquer ;993
  46060-Benifaió ;11913
  46059-Benifairó de la Valldigna ;1622
  46058-Benifairó de les Valls ;2239
  46061-Beniflá ;453
  46062-Benigànim ;6120
  46063-Benimodo ;2229
  46064-Benimuslem ;658
  46065-Beniparrell ;1922
  46066-Benirredrà ;1592
  46067-Benisanó ;2233
  46068-Benissoda ;431
  46069-Benisuera ;191
  46070-Bétera ;22349
  46071-Bicorp ;533
  46072-Bocairent ;4357
  46073-Bolbaite ;1389
  46074-Bonrepòs i Mirambell ;3566
  46075-Bufali ;167
  46076-Bugarra ;739
  46077-Buñol ;9726
  46078-Burjassot ;37546
  46079-Calles ;391
  46080-Camporrobles ;1322
  46081-Canals ;13628
  46082-Canet d'En Berenguer ;6426
  46083-Carcaixent ;20479
  46084-Càrcer ;1965
  46085-Carlet ;15397
  46086-Carrícola ;98
  46087-Casas Altas ;146
  46088-Casas Bajas ;188
  46089-Casinos ;2785
  46090-Castelló de Rugat ;2287
  46091-Castellonet de la Conquesta ;133
  46092-Castielfabib ;275
  46093-Catadau ;2761
  46094-Catarroja ;27688
  46095-Caudete de las Fuentes ;724
  46096-Cerdà ;361
  46107-Chella ;2604
  46106-Chelva ;1446
  46108-Chera ;527
  46109-Cheste ;8459
  46111-Chiva ;15004
  46112-Chulilla ;676
  46097-Cofrentes ;1097
  46098-Corbera ;3233
  46099-Cortes de Pallás ;993
  46100-Cotes ;357
  46105-Cullera ;22236
  46113-Daimús ;3054
  46114-Domeño ;718
  46115-Dos Aguas ;443
  46116-Eliana, l' ;17436
  46117-Emperador ;687
  46118-Enguera ;5083
  46119-Ènova, l' ;941
  46120-Estivella ;1380
  46121-Estubeny ;119
  46122-Faura ;3477
  46123-Favara ;2461
  46126-Foios ;7199
  46128-Font de la Figuera, la ;2139
  46127-Font d'En Carròs, la ;3761
  46124-Fontanars dels Alforins ;1003
  46125-Fortaleny ;1039
  46129-Fuenterrobles ;698
  46131-Gandia ;75514
  46902-Gátova ;364
  46130-Gavarda ;1113
  46132-Genovés ;2821
  46133-Gestalgar ;663
  46134-Gilet ;3314
  46135-Godella ;13071
  46136-Godelleta ;3380
  46137-Granja de la Costera, la ;331
  46138-Guadasséquies ;466
  46139-Guadassuar ;5927
  46140-Guardamar de la Safor ;489
  46141-Higueruelas ;516
  46142-Jalance ;914
  46144-Jarafuel ;808
  46154-Llanera de Ranes ;1058
  46155-Llaurí ;1233
  46147-Llíria ;22745
  46152-Llocnou de la Corona ;144
  46153-Llocnou de Sant Jeroni ;527
  46151-Llocnou d'En Fenollet ;919
  46156-Llombai ;2765
  46157-Llosa de Ranes, la ;3575
  46150-Llutxent ;2422
  46148-Loriguilla ;1953
  46149-Losa del Obispo ;502
  46158-Macastre ;1249
  46159-Manises ;30807
  46160-Manuel ;2507
  46161-Marines ;1859
  46162-Massalavés ;1597
  46163-Massalfassar ;2473
  46164-Massamagrell ;15523
  46165-Massanassa ;9264
  46166-Meliana ;10588
  46167-Millares ;387
  46168-Miramar ;2620
  46169-Mislata ;43320
  46170-Mogente/Moixent ;4527
  46171-Moncada ;21842
  46173-Montaverner ;1691
  46174-Montesa ;1257
  46175-Montitxelvo/Montichelvo ;665
  46176-Montroi/Montroy ;2891
  46172-Montserrat ;7231
  46177-Museros ;6189
  46178-Náquera ;6204
  46179-Navarrés ;3104
  46180-Novelé/Novetlè ;856
  46181-Oliva ;26190
  46183-Olleria, l' ;8369
  46182-Olocau ;1670
  46184-Ontinyent ;35621
  46185-Otos ;455
  46186-Paiporta ;24810
  46187-Palma de Gandía ;1652
  46188-Palmera ;992
  46189-Palomar, el ;588
  46190-Paterna ;67340
  46191-Pedralba ;2859
  46192-Petrés ;977
  46193-Picanya ;11270
  46194-Picassent ;20427
  46195-Piles ;2740
  46196-Pinet ;170
  46199-Pobla de Farnals, la ;7776
  46202-Pobla de Vallbona, la ;22994
  46200-Pobla del Duc, la ;2556
  46203-Pobla Llarga, la ;4536
  46197-Polinyà de Xúquer ;2526
  46198-Potries ;1020
  46205-Puçol ;19357
  46201-Puebla de San Miguel ;72
  46204-Puig de Santa Maria, el ;8844
  46101-Quart de les Valls ;1056
  46102-Quart de Poblet ;24864
  46103-Quartell ;1557
  46104-Quatretonda ;2378
  46206-Quesa ;690
  46207-Rafelbunyol ;8883
  46208-Rafelcofer ;1410
  46209-Rafelguaraf ;2422
  46210-Ráfol de Salem ;423
  46212-Real ;2291
  46211-Real de Gandía ;2286
  46213-Requena ;20621
  46214-Riba-roja de Túria ;21391
  46215-Riola ;1838
  46216-Rocafort ;6829
  46217-Rotglà i Corberà ;1144
  46218-Rótova ;1285
  46219-Rugat ;179
  46220-Sagunto/Sagunt ;64944
  46221-Salem ;432
  46903-San Antonio de Benagéber ;7981
  46222-Sant Joanet ;476
  46223-Sedaví ;10180
  46224-Segart ;170
  46225-Sellent ;401
  46226-Sempere ;52
  46227-Senyera ;1175
  46228-Serra ;3142
  46229-Siete Aguas ;1282
  46230-Silla ;18570
  46231-Simat de la Valldigna ;3362
  46232-Sinarcas ;1168
  46233-Sollana ;4941
  46234-Sot de Chera ;424
  46235-Sueca ;28252
  46236-Sumacàrcer ;1168
  46237-Tavernes Blanques ;9244
  46238-Tavernes de la Valldigna ;17734
  46239-Teresa de Cofrentes ;675
  46240-Terrateig ;300
  46241-Titaguas ;473
  46242-Torrebaja ;435
  46243-Torrella ;156
  46244-Torrent ;80107
  46245-Torres Torres ;642
  46246-Tous ;1265
  46247-Tuéjar ;1158
  46248-Turís ;6528
  46249-Utiel ;11915
  46250-Valencia ;786189
  46251-Vallada ;3121
  46252-Vallanca ;149
  46253-Vallés ;145
  46254-Venta del Moro ;1376
  46255-Vilallonga/Villalonga ;4352
  46256-Vilamarxant ;9208
  46257-Villanueva de Castellón ;7270
  46258-Villar del Arzobispo ;3597
  46259-Villargordo del Cabriel ;650
  46260-Vinalesa ;3284
  46145-Xàtiva ;29095
  46143-Xeraco ;5881
  46146-Xeresa ;2239
  46110-Xirivella ;28963
  46261-Yátova ;2117
  46262-Yesa, La ;252
  46263-Zarra ;463
  47001-Adalia ;59
  47002-Aguasal ;26
  47003-Aguilar de Campos ;284
  47004-Alaejos ;1418
  47005-Alcazarén ;693
  47006-Aldea de San Miguel ;227
  47007-Aldeamayor de San Martín ;4968
  47008-Almenara de Adaja ;31
  47009-Amusquillo ;109
  47010-Arroyo de la Encomienda ;18491
  47011-Ataquines ;596
  47012-Bahabón ;131
  47013-Barcial de la Loma ;110
  47014-Barruelo del Valle ;67
  47015-Becilla de Valderaduey ;265
  47016-Benafarces ;80
  47017-Bercero ;218
  47018-Berceruelo ;37
  47019-Berrueces ;99
  47020-Bobadilla del Campo ;311
  47021-Bocigas ;86
  47022-Bocos de Duero ;57
  47023-Boecillo ;4016
  47024-Bolaños de Campos ;347
  47025-Brahojos de Medina ;129
  47026-Bustillo de Chaves ;91
  47027-Cabezón de Pisuerga ;3605
  47028-Cabezón de Valderaduey ;35
  47029-Cabreros del Monte ;67
  47030-Campaspero ;1141
  47031-Campillo, El ;223
  47032-Camporredondo ;166
  47033-Canalejas de Peñafiel ;264
  47034-Canillas de Esgueva ;82
  47035-Carpio ;1057
  47036-Casasola de Arión ;275
  47037-Castrejón de Trabancos ;194
  47038-Castrillo de Duero ;133
  47039-Castrillo-Tejeriego ;197
  47040-Castrobol ;66
  47041-Castrodeza ;176
  47042-Castromembibre ;65
  47043-Castromonte ;321
  47044-Castronuevo de Esgueva ;393
  47045-Castronuño ;889
  47046-Castroponce ;144
  47047-Castroverde de Cerrato ;233
  47048-Ceinos de Campos ;247
  47049-Cervillego de la Cruz ;95
  47050-Cigales ;5071
  47051-Ciguñuela ;390
  47052-Cistérniga ;8789
  47053-Cogeces de Íscar ;142
  47054-Cogeces del Monte ;727
  47055-Corcos ;216
  47056-Corrales de Duero ;85
  47057-Cubillas de Santa Marta ;296
  47058-Cuenca de Campos ;243
  47059-Curiel de Duero ;111
  47060-Encinas de Esgueva ;279
  47061-Esguevillas de Esgueva ;283
  47062-Fombellida ;185
  47063-Fompedraza ;118
  47064-Fontihoyuelo ;33
  47065-Fresno el Viejo ;946
  47066-Fuensaldaña ;1518
  47067-Fuente el Sol ;181
  47068-Fuente-Olmedo ;42
  47069-Gallegos de Hornija ;137
  47070-Gatón de Campos ;44
  47071-Geria ;519
  47073-Herrín de Campos ;129
  47074-Hornillos de Eresma ;169
  47075-Íscar ;6536
  47076-Laguna de Duero ;22601
  47077-Langayo ;268
  47079-Llano de Olmedo ;67
  47078-Lomoviejo ;185
  47080-Manzanillo ;49
  47081-Marzales ;52
  47082-Matapozuelos ;1016
  47083-Matilla de los Caños ;94
  47084-Mayorga ;1689
  47086-Medina de Rioseco ;4821
  47085-Medina del Campo ;21110
  47087-Megeces ;447
  47088-Melgar de Abajo ;115
  47089-Melgar de Arriba ;181
  47090-Mojados ;3135
