Nom;Pob
  11016-Chipiona ;19062
  11014-Conil de la Frontera ;22136
  11017-Espera ;3915
  11018-Gastor, El ;1809
  11019-Grazalema ;2165
  11020-Jerez de la Frontera ;212876
  11021-Jimena de la Frontera ;9772
  11022-Línea de la Concepción, La ;63352
  11023-Medina-Sidonia ;11749
  11024-Olvera ;8289
  11025-Paterna de Rivera ;5585
  11026-Prado del Rey ;5819
  11027-Puerto de Santa María, El ;88335
  11028-Puerto Real ;41509
  11029-Puerto Serrano ;7145
  11030-Rota ;29123
  11031-San Fernando ;96131
  11902-San José del Valle ;4427
  11033-San Roque ;29373
  11032-Sanlúcar de Barrameda ;67433
  11034-Setenil de las Bodegas ;2845
  11035-Tarifa ;18011
  11036-Torre Alháquime ;779
  11037-Trebujena ;7072
  11038-Ubrique ;16836
  11039-Vejer de la Frontera ;12812
  11040-Villaluenga del Rosario ;471
  11041-Villamartín ;12271
  11042-Zahara ;1436
  12002-Aín ;131
  12003-Albocàsser ;1334
  12004-Alcalà de Xivert ;7255
  12005-Alcora, l' ;10591
  12006-Alcudia de Veo ;209
  12007-Alfondeguilla ;901
  12008-Algimia de Almonacid ;281
  12009-Almazora/Almassora ;25488
  12010-Almedíjar ;275
  12011-Almenara ;6031
  12901-Alquerías del Niño Perdido ;4503
  12012-Altura ;3647
  12013-Arañuel ;171
  12014-Ares del Maestrat ;208
  12015-Argelita ;103
  12016-Artana ;1992
  12001-Atzeneta del Maestrat ;1307
  12017-Ayódar ;175
  12018-Azuébar ;325
  12020-Barracas ;181
  12022-Bejís ;399
  12024-Benafer ;170
  12025-Benafigos ;156
  12026-Benasal ;1150
  12027-Benicarló ;26403
  12028-Benicasim/Benicàssim ;18098
  12029-Benlloch ;1119
  12021-Betxí ;5763
  12032-Borriana/Burriana ;34708
  12031-Borriol ;5176
  12033-Cabanes ;2939
  12034-Càlig ;2049
  12036-Canet lo Roig ;746
  12037-Castell de Cabres ;16
  12038-Castellfort ;206
  12039-Castellnovo ;1003
  12040-Castellón de la Plana/Castelló de la Plana ;171669
  12041-Castillo de Villamalefa ;112
  12042-Catí ;779
  12043-Caudiel ;700
  12044-Cervera del Maestre ;653
  12053-Chilches/Xilxes ;2752
  12055-Chodos/Xodos ;124
  12056-Chóvar ;327
  12045-Cinctorres ;424
  12046-Cirat ;233
  12048-Cortes de Arenoso ;308
  12049-Costur ;550
  12050-Coves de Vinromà, les ;1870
  12051-Culla ;535
  12057-Eslida ;833
  12058-Espadilla ;86
  12059-Fanzara ;314
  12060-Figueroles ;539
  12061-Forcall ;476
  12063-Fuente la Reina ;51
  12064-Fuentes de Ayódar ;130
  12065-Gaibiel ;205
  12067-Geldo ;651
  12068-Herbés ;49
  12069-Higueras ;91
  12070-Jana, la ;714
  12071-Jérica ;1599
  12074-Llosa, la ;988
  12072-Lucena del Cid ;1385
  12073-Ludiente ;181
  12075-Mata de Morella, la ;176
  12076-Matet ;95
  12077-Moncofa ;6256
  12078-Montán ;393
  12079-Montanejos ;549
  12080-Morella ;2575
  12081-Navajas ;765
  12082-Nules ;13442
  12083-Olocau del Rey ;123
  12084-Onda ;24963
  12085-Oropesa del Mar/Orpesa ;9493
  12087-Palanques ;31
  12088-Pavías ;74
  12089-Peníscola/Peñíscola ;7444
  12090-Pina de Montalgrao ;129
  12093-Pobla de Benifassà, la ;228
  12094-Pobla Tornesa, la ;1191
  12091-Portell de Morella ;218
  12092-Puebla de Arenoso ;141
  12095-Ribesalbes ;1233
  12096-Rossell ;1020
  12097-Sacañet ;80
  12098-Salzadella, la ;762
  12101-San Rafael del Río ;502
  12902-Sant Joan de Moró ;3051
  12099-Sant Jordi/San Jorge ;1020
  12100-Sant Mateu ;1995
  12102-Santa Magdalena de Pulpis ;810
  12104-Segorbe ;9073
  12103-Serratella, la ;101
  12105-Sierra Engarcerán ;1018
  12106-Soneja ;1476
  12107-Sot de Ferrer ;428
  12108-Sueras/Suera ;564
  12109-Tales ;836
  12110-Teresa ;277
  12111-Tírig ;489
  12112-Todolella ;140
  12113-Toga ;106
  12114-Torás ;231
  12115-Toro, El ;251
  12116-Torralba del Pinar ;71
  12119-Torre d'En Besora, la ;163
  12120-Torre d'en Doménec, la ;217
  12117-Torreblanca ;5413
  12118-Torrechiva ;81
  12121-Traiguera ;1534
  12122-Useras/Useres, les ;1014
  12124-Vall d'Alba ;2844
  12125-Vall de Almonacid ;262
  12126-Vall d'Uixó, la ;31671
  12123-Vallat ;52
  12127-Vallibona ;85
  12128-Vilafamés ;1867
  12132-Vilanova d'Alcolea ;603
  12134-Vilar de Canes ;175
  12135-Vila-real ;50580
  12136-Vilavella, la ;3253
  12129-Villafranca del Cid/Vilafranca ;2295
  12130-Villahermosa del Río ;484
  12131-Villamalur ;70
  12133-Villanueva de Viver ;61
  12137-Villores ;37
  12138-Vinaròs ;28190
  12139-Vistabella del Maestrat ;370
  12140-Viver ;1558
  12052-Xert ;779
  12141-Zorita del Maestrazgo ;129
  12142-Zucaina ;183
  13001-Abenójar ;1471
  13002-Agudo ;1750
  13003-Alamillo ;531
  13004-Albaladejo ;1323
  13005-Alcázar de San Juan ;31269
  13006-Alcoba ;637
  13007-Alcolea de Calatrava ;1475
  13008-Alcubillas ;518
  13009-Aldea del Rey ;1823
  13010-Alhambra ;1042
  13011-Almadén ;5794
  13012-Almadenejos ;456
  13013-Almagro ;9074
  13014-Almedina ;572
  13015-Almodóvar del Campo ;6477
  13016-Almuradiel ;843
  13017-Anchuras ;343
  13903-Arenales de San Gregorio ;672
  13018-Arenas de San Juan ;1067
  13019-Argamasilla de Alba ;7110
  13020-Argamasilla de Calatrava ;5992
  13021-Arroba de los Montes ;471
  13022-Ballesteros de Calatrava ;416
  13023-Bolaños de Calatrava ;12001
  13024-Brazatortas ;1038
  13025-Cabezarados ;328
  13026-Cabezarrubias del Puerto ;521
  13027-Calzada de Calatrava ;4122
  13028-Campo de Criptana ;14126
  13029-Cañada de Calatrava ;106
  13030-Caracuel de Calatrava ;165
  13031-Carrión de Calatrava ;3090
  13032-Carrizosa ;1331
  13033-Castellar de Santiago ;2055
  13038-Chillón ;1937
  13034-Ciudad Real ;74427
  13035-Corral de Calatrava ;1135
  13036-Cortijos, Los ;961
  13037-Cózar ;1092
  13039-Daimiel ;18577
  13040-Fernán Caballero ;1069
  13041-Fontanarejo ;281
  13042-Fuencaliente ;1082
  13043-Fuenllana ;261
  13044-Fuente el Fresno ;3365
  13045-Granátula de Calatrava ;819
  13046-Guadalmez ;813
  13047-Herencia ;8758
  13048-Hinojosas de Calatrava ;499
  13049-Horcajo de los Montes ;959
  13050-Labores, Las ;617
  13904-Llanos del Caudillo ;739
  13051-Luciana ;398
  13052-Malagón ;8280
  13053-Manzanares ;18642
  13054-Membrilla ;6168
  13055-Mestanza ;724
  13056-Miguelturra ;15032
  13057-Montiel ;1450
  13058-Moral de Calatrava ;5429
  13059-Navalpino ;235
  13060-Navas de Estena ;265
  13061-Pedro Muñoz ;7714
  13062-Picón ;698
  13063-Piedrabuena ;4624
  13064-Poblete ;2334
  13065-Porzuna ;3742
  13066-Pozuelo de Calatrava ;3371
  13067-Pozuelos de Calatrava, Los ;430
  13068-Puebla de Don Rodrigo ;1220
  13069-Puebla del Príncipe ;756
  13070-Puerto Lápice ;955
  13071-Puertollano ;50035
  13072-Retuerta del Bullaque ;1019
  13901-Robledo, El ;1228
  13902-Ruidera ;608
  13073-Saceruela ;617
  13074-San Carlos del Valle ;1184
  13075-San Lorenzo de Calatrava ;231
  13076-Santa Cruz de los Cáñamos ;546
  13077-Santa Cruz de Mudela ;4330
  13078-Socuéllamos ;12721
  13080-Solana del Pino ;353
  13079-Solana, La ;15979
  13081-Terrinches ;782
  13082-Tomelloso ;37645
  13083-Torralba de Calatrava ;3107
  13084-Torre de Juan Abad ;1108
  13085-Torrenueva ;2911
  13086-Valdemanco del Esteras ;210
  13087-Valdepeñas ;30514
  13088-Valenzuela de Calatrava ;706
  13089-Villahermosa ;2014
  13090-Villamanrique ;1286
  13091-Villamayor de Calatrava ;673
  13092-Villanueva de la Fuente ;2288
  13093-Villanueva de los Infantes ;5373
  13094-Villanueva de San Carlos ;308
  13095-Villar del Pozo ;99
  13096-Villarrubia de los Ojos ;10494
  13097-Villarta de San Juan ;2953
  13098-Viso del Marqués ;2524
  14001-Adamuz ;4317
  14002-Aguilar de la Frontera ;13551
  14003-Alcaracejos ;1523
  14004-Almedinilla ;2455
  14005-Almodóvar del Río ;7961
  14006-Añora ;1563
  14007-Baena ;19802
  14008-Belalcázar ;3437
  14009-Belmez ;3119
  14010-Benamejí ;5060
  14011-Blázquez, Los ;703
  14012-Bujalance ;7693
  14013-Cabra ;20837
  14014-Cañete de las Torres ;3010
  14015-Carcabuey ;2595
  14016-Cardeña ;1604
  14017-Carlota, La ;13929
  14018-Carpio, El ;4496
  14019-Castro del Río ;7972
  14020-Conquista ;438
  14021-Córdoba ;327362
  14022-Doña Mencía ;4882
  14023-Dos Torres ;2457
  14024-Encinas Reales ;2343
  14025-Espejo ;3443
  14026-Espiel ;2508
  14027-Fernán-Núñez ;9713
  14028-Fuente la Lancha ;377
  14029-Fuente Obejuna ;4894
  14030-Fuente Palmera ;10895
  14031-Fuente-Tójar ;721
  14032-Granjuela, La ;482
  14033-Guadalcázar ;1566
  14034-Guijo, El ;372
  14035-Hinojosa del Duque ;7054
  14036-Hornachuelos ;4642
  14037-Iznájar ;4556
  14038-Lucena ;42697
  14039-Luque ;3127
  14040-Montalbán de Córdoba ;4519
  14041-Montemayor ;3950
  14042-Montilla ;23519
  14043-Montoro ;9640
  14044-Monturque ;2007
  14045-Moriles ;3848
  14046-Nueva Carteya ;5470
  14047-Obejo ;2027
  14048-Palenciana ;1545
  14049-Palma del Río ;21522
  14050-Pedro Abad ;2927
  14051-Pedroche ;1624
  14052-Peñarroya-Pueblonuevo ;11300
  14053-Posadas ;7544
  14054-Pozoblanco ;17380
  14055-Priego de Córdoba ;22936
  14056-Puente Genil ;30167
  14057-Rambla, La ;7547
  14058-Rute ;10269
  14059-San Sebastián de los Ballesteros ;816
  14061-Santa Eufemia ;859
  14060-Santaella ;6062
  14062-Torrecampo ;1177
  14063-Valenzuela ;1241
  14064-Valsequillo ;379
  14065-Victoria, La ;2375
  14066-Villa del Río ;7403
  14067-Villafranca de Córdoba ;4889
  14068-Villaharta ;703
  14069-Villanueva de Córdoba ;9141
  14070-Villanueva del Duque ;1553
  14071-Villanueva del Rey ;1096
  14072-Villaralto ;1238
  14073-Villaviciosa de Córdoba ;3443
  14074-Viso, El ;2651
  14075-Zuheros ;688
  15001-Abegondo ;5586
  15002-Ames ;30267
  15003-Aranga ;1997
  15004-Ares ;5743
  15005-Arteixo ;30950
  15006-Arzúa ;6219
  15007-Baña, A ;3698
  15008-Bergondo ;6700
  15009-Betanzos ;13202
  15010-Boimorto ;2125
  15011-Boiro ;18950
  15012-Boqueixón ;4321
  15013-Brión ;7564
  15014-Cabana de Bergantiños ;4552
  15015-Cabanas ;3299
  15016-Camariñas ;5577
  15017-Cambre ;24076
  15018-Capela, A ;1334
  15019-Carballo ;31283
  15901-Cariño ;4167
  15020-Carnota ;4284
  15021-Carral ;6180
  15022-Cedeira ;7062
  15023-Cee ;7723
  15024-Cerceda ;5076
  15025-Cerdido ;1233
  15027-Coirós ;1757
  15028-Corcubión ;1655
  15029-Coristanco ;6551
  15030-Coruña, A ;243870
  15031-Culleredo ;29593
  15032-Curtis ;4015
  15033-Dodro ;2882
  15034-Dumbría ;3077
  15035-Fene ;13385
  15036-Ferrol ;69452
  15037-Fisterra ;4775
  15038-Frades ;2460
  15039-Irixoa ;1389
  15041-Laracha, A ;11402
  15040-Laxe ;3185
  15042-Lousame ;3463
  15043-Malpica de Bergantiños ;5666
  15044-Mañón ;1454
  15045-Mazaricos ;4173
  15046-Melide ;7538
  15047-Mesía ;2734
  15048-Miño ;5859
  15049-Moeche ;1246
  15050-Monfero ;2037
  15051-Mugardos ;5362
  15053-Muros ;8960
  15052-Muxía ;5025
  15054-Narón ;39565
  15055-Neda ;5261
  15056-Negreira ;6936
  15057-Noia ;14472
  15058-Oleiros ;34693
  15059-Ordes ;12776
  15060-Oroso ;7413
  15061-Ortigueira ;6136
  15062-Outes ;6691
  15902-Oza-Cesuras ;5253
  15064-Paderne ;2467
  15065-Padrón ;8643
  15066-Pino, O ;4706
  15067-Pobra do Caramiñal, A ;9623
  15068-Ponteceso ;5789
  15069-Pontedeume ;8011
  15070-Pontes de García Rodríguez, As ;10503
  15071-Porto do Son ;9436
  15072-Rianxo ;11386
  15073-Ribeira ;27372
  15074-Rois ;4710
  15075-Sada ;15080
  15076-San Sadurniño ;3009
  15077-Santa Comba ;9635
  15078-Santiago de Compostela ;95612
  15079-Santiso ;1709
  15080-Sobrado ;1911
  15081-Somozas, As ;1191
  15082-Teo ;18505
  15083-Toques ;1213
  15084-Tordoia ;3591
  15085-Touro ;3778
  15086-Trazo ;3263
  15088-Val do Dubra ;4033
  15087-Valdoviño ;6753
  15089-Vedra ;5059
  15091-Vilarmaior ;1233
  15090-Vilasantar ;1280
  15092-Vimianzo ;7520
  15093-Zas ;4846
  16001-Abia de la Obispalía ;77
  16002-Acebrón, El ;241
  16003-Alarcón ;148
  16004-Albaladejo del Cuende ;292
  16005-Albalate de las Nogueras ;272
  16006-Albendea ;134
  16007-Alberca de Záncara, La ;1723
  16008-Alcalá de la Vega ;105
  16009-Alcantud ;72
  16010-Alcázar del Rey ;172
  16011-Alcohujate ;32
  16012-Alconchel de la Estrella ;111
  16013-Algarra ;32
  16014-Aliaguilla ;698
  16015-Almarcha, La ;415
  16016-Almendros ;272
  16017-Almodóvar del Pinar ;447
  16018-Almonacid del Marquesado ;458
  16019-Altarejos ;229
  16020-Arandilla del Arroyo ;16
  16905-Arcas ;1605
  16022-Arcos de la Sierra ;88
  16024-Arguisuelas ;146
  16025-Arrancacepas ;26
  16026-Atalaya del Cañavate ;116
  16027-Barajas de Melo ;935
  16029-Barchín del Hoyo ;90
  16030-Bascuñana de San Pedro ;20
  16031-Beamud ;49
  16032-Belinchón ;356
  16033-Belmonte ;2019
  16034-Belmontejo ;196
  16035-Beteta ;293
  16036-Boniches ;151
  16038-Buciegas ;46
  16039-Buenache de Alarcón ;499
  16040-Buenache de la Sierra ;106
  16041-Buendía ;425
  16042-Campillo de Altobuey ;1481
  16043-Campillos-Paravientos ;117
  16044-Campillos-Sierra ;36
  16901-Campos del Paraíso ;845
  16045-Canalejas del Arroyo ;289
  16046-Cañada del Hoyo ;280
  16047-Cañada Juncosa ;272
  16048-Cañamares ;500
  16049-Cañavate, El ;165
  16050-Cañaveras ;325
  16051-Cañaveruelas ;151
  16052-Cañete ;802
  16053-Cañizares ;505
  16055-Carboneras de Guadazaón ;810
  16056-Cardenete ;533
  16057-Carrascosa ;89
  16058-Carrascosa de Haro ;122
  16060-Casas de Benítez ;918
  16061-Casas de Fernando Alonso ;1311
  16062-Casas de Garcimolina ;28
  16063-Casas de Guijarro ;116
  16064-Casas de Haro ;873
  16065-Casas de los Pinos ;464
  16066-Casasimarro ;3144
  16067-Castejón ;158
  16068-Castillejo de Iniesta ;189
  16070-Castillejo-Sierra ;33
  16072-Castillo de Garcimuñoz ;157
  16071-Castillo-Albaráñez ;21
  16073-Cervera del Llano ;231
  16023-Chillarón de Cuenca ;567
  16081-Chumillas ;54
  16074-Cierva, La ;44
  16078-Cuenca ;55428
  16079-Cueva del Hierro ;35
  16082-Enguídanos ;345
  16083-Fresneda de Altarejos ;54
  16084-Fresneda de la Sierra ;54
  16085-Frontera, La ;170
  16086-Fuente de Pedro Naharro ;1248
  16087-Fuentelespino de Haro ;280
  16088-Fuentelespino de Moya ;125
  16904-Fuentenava de Jábaga ;568
  16089-Fuentes ;465
  16091-Fuertescusa ;75
  16092-Gabaldón ;188
  16093-Garaballa ;72
  16094-Gascueña ;176
  16095-Graja de Campalbo ;101
  16096-Graja de Iniesta ;370
  16097-Henarejos ;169
  16098-Herrumblar, El ;717
  16099-Hinojosa, La ;214
  16100-Hinojosos, Los ;884
  16101-Hito, El ;173
  16102-Honrubia ;1650
  16103-Hontanaya ;319
  16104-Hontecillas ;58
  16106-Horcajo de Santiago ;3689
  16107-Huélamo ;106
  16108-Huelves ;53
  16109-Huérguina ;56
  16110-Huerta de la Obispalía ;133
  16111-Huerta del Marquesado ;210
  16112-Huete ;1862
  16113-Iniesta ;4382
  16115-Laguna del Marquesado ;48
  16116-Lagunaseca ;94
  16117-Landete ;1310
  16118-Ledaña ;1662
  16119-Leganiel ;189
  16121-Majadas, Las ;284
  16122-Mariana ;320
  16123-Masegosa ;79
  16124-Mesas, Las ;2388
  16125-Minglanilla ;2367
  16126-Mira ;987
  16128-Monreal del Llano ;73
  16129-Montalbanejo ;118
  16130-Montalbo ;687
  16131-Monteagudo de las Salinas ;144
  16132-Mota de Altarejos ;31
  16133-Mota del Cuervo ;6172
  16134-Motilla del Palancar ;5896
  16135-Moya ;171
  16137-Narboneta ;56
  16139-Olivares de Júcar ;345
  16140-Olmeda de la Cuesta ;28
  16141-Olmeda del Rey ;135
  16142-Olmedilla de Alarcón ;158
  16143-Olmedilla de Eliz ;19
  16145-Osa de la Vega ;544
  16146-Pajarón ;84
  16147-Pajaroncillo ;76
  16148-Palomares del Campo ;680
  16149-Palomera ;186
  16150-Paracuellos ;102
  16151-Paredes ;65
  16152-Parra de las Vegas, La ;44
  16153-Pedernoso, El ;1189
  16154-Pedroñeras, Las ;6816
  16155-Peral, El ;693
  16156-Peraleja, La ;109
  16157-Pesquera, La ;248
  16158-Picazo, El ;710
  16159-Pinarejo ;238
  16160-Pineda de Gigüela ;69
  16161-Piqueras del Castillo ;57
  16162-Portalrubio de Guadamejud ;30
  16163-Portilla ;74
  16165-Poyatos ;67
  16166-Pozoamargo ;311
  16908-Pozorrubielos de la Mancha ;211
  16167-Pozorrubio de Santiago ;345
  16169-Pozuelo, El ;62
  16170-Priego ;1014
  16171-Provencio, El ;2526
  16172-Puebla de Almenara ;416
  16174-Puebla del Salvador ;211
  16175-Quintanar del Rey ;7576
  16176-Rada de Haro ;53
  16177-Reíllo ;89
  16181-Rozalén del Monte ;75
  16185-Saceda-Trasierra ;51
  16186-Saelices ;553
  16187-Salinas del Manzano ;94
  16188-Salmeroncillos ;115
  16189-Salvacañete ;316
  16190-San Clemente ;6754
  16191-San Lorenzo de la Parrilla ;1153
  16192-San Martín de Boniches ;48
  16193-San Pedro Palmiches ;70
  16194-Santa Cruz de Moya ;259
  16196-Santa María de los Llanos ;721
  16195-Santa María del Campo Rus ;626
  16197-Santa María del Val ;68
  16198-Sisante ;1758
  16199-Solera de Gabaldón ;29
  16909-Sotorribas ;802
  16202-Talayuelas ;944
  16203-Tarancón ;14922
  16204-Tébar ;303
  16205-Tejadillos ;129
  16206-Tinajas ;221
  16209-Torralba ;127
  16211-Torrejoncillo del Rey ;433
  16212-Torrubia del Campo ;285
  16213-Torrubia del Castillo ;40
  16215-Tragacete ;288
  16216-Tresjuncos ;343
  16217-Tribaldos ;95
  16218-Uclés ;234
  16219-Uña ;103
  16906-Valdecolmenas, Los ;84
  16224-Valdemeca ;91
  16225-Valdemorillo de la Sierra ;83
  16227-Valdemoro-Sierra ;119
  16228-Valdeolivas ;208
  16902-Valdetórtola ;154
  16903-Valeras, Las ;1632
  16231-Valhermoso de la Fuente ;55
  16173-Valle de Altomira, El ;246
  16234-Valsalobre ;32
  16236-Valverde de Júcar ;1172
  16237-Valverdejo ;101
  16238-Vara de Rey ;561
  16239-Vega del Codorno ;153
  16240-Vellisca ;112
  16242-Villaconejos de Trabaque ;372
  16243-Villaescusa de Haro ;529
  16244-Villagarcía del Llano ;762
  16245-Villalba de la Sierra ;509
  16246-Villalba del Rey ;566
  16247-Villalgordo del Marquesado ;99
  16248-Villalpardo ;970
  16249-Villamayor de Santiago ;2617
  16250-Villanueva de Guadamejud ;80
  16251-Villanueva de la Jara ;2304
  16253-Villar de Cañas ;447
  16254-Villar de Domingo García ;218
  16255-Villar de la Encina ;164
  16263-Villar de Olalla ;1236
  16258-Villar del Humo ;235
  16259-Villar del Infantado ;42
  16910-Villar y Velasco ;104
  16264-Villarejo de Fuentes ;488
  16265-Villarejo de la Peñuela ;21
  16266-Villarejo-Periesteban ;324
  16269-Villares del Saz ;517
  16270-Villarrubio ;211
  16271-Villarta ;917
  16272-Villas de la Ventosa ;280
  16273-Villaverde y Pasaconsol ;352
  16274-Víllora ;141
  16275-Vindel ;12
  16276-Yémeda ;23
  16277-Zafra de Záncara ;137
  16278-Zafrilla ;75
  16279-Zarza de Tajo ;296
  16280-Zarzuela ;204
  17001-Agullana ;828
  17002-Aiguaviva ;775
  17003-Albanyà ;149
  17004-Albons ;745
  17006-Alp ;1595
  17007-Amer ;2250
  17008-Anglès ;5540
  17009-Arbúcies ;6297
  17010-Argelaguer ;412
  17011-Armentera, L' ;907
  17012-Avinyonet de Puigventós ;1565
  17015-Banyoles ;19299
  17016-Bàscara ;943
  17013-Begur ;3985
  17018-Bellcaire d'Empordà ;652
  17019-Besalú ;2437
  17020-Bescanó ;4807
  17021-Beuda ;193
  17022-Bisbal d'Empordà, La ;10759
  17234-Biure ;242
  17023-Blanes ;39132
  17029-Boadella i les Escaules ;261
  17024-Bolvir ;380
  17025-Bordils ;1710
  17026-Borrassà ;711
  17027-Breda ;3728
  17028-Brunyola ;394
  17031-Cabanelles ;237
  17030-Cabanes ;931
  17032-Cadaqués ;2840
  17033-Caldes de Malavella ;7166
  17034-Calonge ;10520
  17035-Camós ;683
  17036-Campdevànol ;3352
  17037-Campelles ;127
  17038-Campllong ;499
  17039-Camprodon ;2299
  17040-Canet d'Adri ;671
  17041-Cantallops ;328
  17042-Capmany ;590
  17044-Cassà de la Selva ;10030
  17046-Castellfollit de la Roca ;992
  17047-Castelló d'Empúries ;10870
  17048-Castell-Platja d'Aro ;10589
  17189-Cellera de Ter, La ;2071
  17049-Celrà ;5155
  17050-Cervià de Ter ;926
  17051-Cistella ;303
  17054-Colera ;533
  17055-Colomers ;189
  17057-Corçà ;1244
  17056-Cornellà del Terri ;2236
  17058-Crespià ;256
  17901-Cruïlles, Monells i Sant Sadurní de l'Heura ;1304
  17060-Darnius ;554
  17061-Das ;222
  17062-Escala, L' ;10276
  17063-Espinelves ;196
  17064-Espolla ;415
  17065-Esponellà ;444
  17005-Far d'Empordà, El ;552
  17066-Figueres ;45346
  17067-Flaçà ;1060
  17068-Foixà ;306
  17069-Fontanals de Cerdanya ;450
  17070-Fontanilles ;144
  17071-Fontcoberta ;1448
  17902-Forallac ;1705
  17073-Fornells de la Selva ;2528
  17074-Fortià ;723
  17075-Garrigàs ;423
  17076-Garrigoles ;160
  17077-Garriguella ;842
  17078-Ger ;430
  17079-Girona ;97586
  17080-Gombrèn ;185
  17081-Gualta ;368
  17082-Guils de Cerdanya ;523
  17083-Hostalric ;4005
  17084-Isòvol ;281
  17085-Jafre ;387
  17086-Jonquera, La ;3220
  17087-Juià ;338
  17088-Lladó ;767
  17089-Llagostera ;8224
  17090-Llambilles ;733
  17091-Llanars ;512
  17092-Llançà ;4985
  17093-Llers ;1209
  17094-Llívia ;1456
  17095-Lloret de Mar ;37618
  17096-Llosses, Les ;226
  17102-Maçanet de Cabrenys ;755
  17103-Maçanet de la Selva ;6887
  17097-Madremanya ;276
  17098-Maià de Montcal ;446
  17100-Masarac ;294
  17101-Massanes ;722
  17099-Meranges ;100
  17105-Mieres ;330
  17106-Mollet de Peralada ;180
  17107-Molló ;330
  17109-Montagut i Oix ;949
  17110-Mont-ras ;1710
  17111-Navata ;1323
  17112-Ogassa ;232
  17114-Olot ;33944
  17115-Ordis ;389
  17116-Osor ;421
  17117-Palafrugell ;22733
  17118-Palamós ;17911
  17119-Palau de Santa Eulàlia ;88
  17121-Palau-sator ;298
  17120-Palau-saverdera ;1485
  17123-Palol de Revardit ;466
  17124-Pals ;2501
  17125-Pardines ;155
  17126-Parlavà ;398
  17128-Pau ;557
  17129-Pedret i Marzà ;193
  17130-Pera, La ;441
  17132-Peralada ;1841
  17133-Planes d'Hostoles, Les ;1674
  17134-Planoles ;298
  17135-Pont de Molins ;512
  17136-Pontós ;231
  17137-Porqueres ;4521
  17140-Port de la Selva, El ;1002
  17138-Portbou ;1167
  17139-Preses, Les ;1764
  17141-Puigcerdà ;8825
  17142-Quart ;3448
  17043-Queralbs ;173
  17143-Rabós ;182
  17144-Regencós ;285
  17145-Ribes de Freser ;1818
  17146-Riells i Viabrea ;3945
  17147-Ripoll ;10632
  17148-Riudarenes ;2120
  17149-Riudaura ;461
  17150-Riudellots de la Selva ;2022
  17151-Riumors ;245
  17152-Roses ;19575
  17153-Rupià ;248
  17154-Sales de Llierca ;139
  17155-Salt ;29342
  17157-Sant Andreu Salou ;149
  17183-Sant Aniol de Finestres ;373
  17158-Sant Climent Sescebes ;601
  17159-Sant Feliu de Buixalleu ;787
  17160-Sant Feliu de Guíxols ;21586
  17161-Sant Feliu de Pallerols ;1332
  17162-Sant Ferriol ;239
  17163-Sant Gregori ;3498
  17164-Sant Hilari Sacalm ;5608
  17165-Sant Jaume de Llierca ;841
  17167-Sant Joan de les Abadesses ;3383
  17168-Sant Joan de Mollet ;497
  17185-Sant Joan les Fonts ;2937
  17166-Sant Jordi Desvalls ;720
  17169-Sant Julià de Ramis ;3415
  17903-Sant Julià del Llor i Bonmatí ;1272
  17171-Sant Llorenç de la Muga ;255
  17172-Sant Martí de Llémena ;605
  17173-Sant Martí Vell ;248
  17174-Sant Miquel de Campmajor ;219
  17175-Sant Miquel de Fluvià ;756
  17176-Sant Mori ;176
  17177-Sant Pau de Segúries ;682
  17178-Sant Pere Pescador ;2143
  17180-Santa Coloma de Farners ;12681
  17181-Santa Cristina d'Aro ;5089
  17182-Santa Llogaia d'Àlguema ;339
  17184-Santa Pau ;1562
  17186-Sarrià de Ter ;4973
  17187-Saus, Camallera i Llampaies ;830
  17188-Selva de Mar, La ;184
  17190-Serinyà ;1130
  17191-Serra de Daró ;209
  17192-Setcases ;180
  17193-Sils ;5797
  17052-Siurana ;152
  17194-Susqueda ;92
  17195-Tallada d'Empordà, La ;458
  17196-Terrades ;294
  17197-Torrent ;169
  17198-Torroella de Fluvià ;732
  17199-Torroella de Montgrí ;11388
  17200-Tortellà ;775
  17201-Toses ;155
  17202-Tossa de Mar ;5623
  17204-Ullà ;1068
  17205-Ullastret ;295
  17203-Ultramort ;200
  17206-Urús ;176
  17014-Vajol, La ;88
  17208-Vall de Bianya, La ;1297
  17207-Vall d'en Bas, La ;2966
  17170-Vallfogona de Ripollès ;205
  17209-Vall-llobrega ;915
  17210-Ventalló ;830
  17211-Verges ;1197
  17212-Vidrà ;173
  17213-Vidreres ;7741
  17214-Vilabertran ;902
  17215-Vilablareix ;2559
  17217-Viladamat ;441
  17216-Viladasens ;221
  17218-Vilademuls ;834
  17220-Viladrau ;1035
  17221-Vilafant ;5543
  17223-Vilajuïga ;1169
  17224-Vilallonga de Ter ;398
  17225-Vilamacolum ;294
  17226-Vilamalla ;1133
  17227-Vilamaniscle ;179
  17228-Vilanant ;399
  17230-Vila-sacra ;670
  17222-Vilaür ;159
  17233-Vilobí d'Onyar ;3166
  17232-Vilopriu ;199
  18001-Agrón ;310
  18002-Alamedilla ;637
  18003-Albolote ;18464
  18004-Albondón ;782
  18005-Albuñán ;420
  18006-Albuñol ;6948
  18007-Albuñuelas ;893
  18010-Aldeire ;631
  18011-Alfacar ;5445
  18012-Algarinejo ;2813
  18013-Alhama de Granada ;6126
  18014-Alhendín ;8503
  18015-Alicún de Ortega ;523
  18016-Almegíjar ;376
  18017-Almuñécar ;27391
  18904-Alpujarra de la Sierra ;1041
