"CodMun";"Municipio";"Pob";"Poblog"
28007;"Alcorcon ";167136;12,026563131236
28008;"Aldea del Fresno ";2535;7,83794891602528
28009;"Algete ";20148;9,91086030686554
28010;"Alpedrete ";14248;9,5643718249695
28011;"Ambite ";618;6,42648845745769
28012;"Anchuelo ";1200;7,09007683577609
28013;"Aranjuez ";58168;10,9710906543299
28014;"Arganda del Rey ";54533;10,9065613019946
28015;"Arroyomolinos ";26846;10,1978721130476
28016;"Atazar, El ";96;4,56434819146784
28017;"Batres ";1568;7,35755620091035
28018;"Becerril de la Sierra ";5396;8,59341321732765
28019;"Belmonte de Tajo ";1625;7,39326309476384
28021;"Berrueco, El ";618;6,42648845745769
28020;"Berzosa del Lozoya ";202;5,30826769740121
28022;"Boadilla del Monte ";48775;10,7949731654913
28023;"Boalo, El ";7157;8,8758461777386
28024;"Braojos ";203;5,31320597904179
28025;"Brea de Tajo ";560;6,32793678372919
28026;"Brunete ";10398;9,24936875894366
28027;"Buitrago del Lozoya ";1865;7,53101633207792
28028;"Bustarviejo ";2367;7,76937860951398
28029;"Cabanillas de la Sierra ";733;6,59714570188665
28030;"Cabrera, La ";2574;7,85321638815607
28031;"Cadalso de los Vidrios ";2767;7,92551897978693
28032;"Camarma de Esteruelas ";7134;8,87262736591884
28033;"Campo Real ";5854;8,67488046725183
28034;"Canencia ";464;6,13988455222626
28035;"Carabana ";2017;7,60936653795421
28036;"Casarrubuelos ";3548;8,17413934342947
28037;"Cenicientos ";2035;7,6182510978767
28038;"Cercedilla ";6781;8,82187986268384
28039;"Cervera de Buitrago ";164;5,0998664278242
28051;"Chapineria ";2158;7,67693714581808
28052;"Chinchon ";5436;8,60079877527103
28040;"Ciempozuelos ";23696;10,0730615365076
28041;"Cobena ";6983;8,85123390284603
28046;"Collado Mediano ";6599;8,79467340138342
28047;"Collado Villalba ";62056;11,0357924821707
28043;"Colmenar de Oreja ";8071;8,99603266932437
28042;"Colmenar del Arroyo ";1611;7,38461038317697
28045;"Colmenar Viejo ";47601;10,7706090484022
28044;"Colmenarejo ";8934;9,09761950191206
28048;"Corpa ";669;6,50578406012823
28049;"Coslada ";86919;11,3727319294722
28050;"Cubas de la Sagra ";5875;8,67846133901236
28053;"Daganzo de Arriba ";9919;9,20220738874599
28054;"Escorial, El ";15342;9,63834944451924
28055;"Estremera ";1350;7,20785987143248
28056;"Fresnedillas de la Oliva ";1554;7,34858753092759
28057;"Fresno de Torote ";2041;7,62119516280984
28058;"Fuenlabrada ";195180;12,1816774886955
28059;"Fuente el Saz de Jarama ";6440;8,7702838190984
28060;"Fuentiduena de Tajo ";1954;7,57763383260273
28061;"Galapagar ";32294;10,3826367334416
28062;"Garganta de los Montes ";367;5,90536184805457
28063;"Gargantilla del Lozoya y Pinilla de Buitrago ";351;5,86078622346587
28064;"Gascones ";176;5,17048399503815
28065;"Getafe ";174921;12,0720897224097
28066;"Grinon ";9918;9,20210656704908
28067;"Guadalix de la Sierra ";6039;8,7059937143079
28068;"Guadarrama ";15538;9,65104391551037
28069;"Hiruela, La ";54;3,98898404656427
28070;"Horcajo de la Sierra-Aoslos ";159;5,06890420222023
28071;"Horcajuelo de la Sierra ";88;4,47733681447821
28072;"Hoyo de Manzanares ";7880;8,97208318285193
28073;"Humanes de Madrid ";19413;9,87369822372538
28074;"Leganes ";186907;12,1383664459258
28075;"Loeches ";8212;9,01335177813882
28076;"Lozoya ";594;6,38687931936265
28901;"Lozoyuela-Navas-Sieteiglesias ";1203;7,09257371597468
28078;"Madarcos ";45;3,80666248977032
28079;"Madrid ";3141991;14,960367233376
28080;"Majadahonda ";70800;11,1676142796818
28082;"Manzanares el Real ";8309;9,02509454366498
28083;"Meco ";13269;9,49318576653644
28084;"Mejorada del Campo ";22902;10,0389795219733
28085;"Miraflores de la Sierra ";5807;8,66681936537205
28086;"Molar, El ";8036;8,99168672593482
28087;"Molinos, Los ";4349;8,37770121259764
28088;"Montejo de la Sierra ";374;5,92425579741453
28089;"Moraleja de Enmedio ";5046;8,526351129201
28090;"Moralzarzal ";12213;9,41025623717109
28091;"Morata de Tajuna ";7453;8,91637191488169
28092;"Mostoles ";206263;12,2369073325136
28093;"Navacerrada ";2855;7,95682712209011
28094;"Navalafuente ";1201;7,09090982207998
28095;"Navalagamella ";2462;7,8087293067444
28096;"Navalcarnero ";26672;10,1913696049906
28097;"Navarredonda y San Mames ";136;4,91265488573605
28099;"Navas del Rey ";2628;7,8739783796045
28100;"Nuevo Baztan ";6098;8,7157161275482
28101;"Olmeda de las Fuentes ";338;5,82304589548302
28102;"Orusco de Tajuna ";1260;7,13886699994552
28104;"Paracuellos de Jarama ";22293;10,0120280068256
28106;"Parla ";125056;11,7365169159624
28107;"Patones ";524;6,26149168432104
28108;"Pedrezuela ";5271;8,56997537685521
28109;"Pelayos de la Presa ";2455;7,80588204022862
28110;"Perales de Tajuna ";2871;7,96241568012106
28111;"Pezuela de las Torres ";783;6,6631326959908
28112;"Pinilla del Valle ";200;5,29831736654804
28113;"Pinto ";48660;10,7926126163375
28114;"Pinuecar-Gandullas ";175;5,16478597392351
28115;"Pozuelo de Alarcon ";84558;11,3451929684196
28116;"Pozuelo del Rey ";1071;6,97634807044775
28117;"Pradena del Rincon ";122;4,80402104473326
28118;"Puebla de la Sierra ";73;4,29045944114839
28902;"Puentes Viejas ";644;6,46769872610435
28119;"Quijorna ";3196;8,06965530688617
28120;"Rascafria ";1739;7,46106551435428
28121;"Reduena ";259;5,55682806169954
28122;"Ribatejada ";707;6,56103066589657
28123;"Rivas-Vaciamadrid ";81473;11,3080269559973
28124;"Robledillo de la Jara ";100;4,60517018598809
28125;"Robledo de Chavela ";3955;8,28273588020175
28126;"Robregordo ";48;3,87120101090789
28127;"Rozas de Madrid, Las ";93520;11,4459305961459
28128;"Rozas de Puerto Real ";523;6,25958146406492
28129;"San Agustin del Guadalix ";12982;9,47131906159341
28130;"San Fernando de Henares ";40188;10,6013237225822
28131;"San Lorenzo de El Escorial ";18191;9,80868224526222
28132;"San Martin de la Vega ";18835;9,84347212012614
28133;"San Martin de Valdeiglesias ";8463;9,04345899967011
28134;"San Sebastian de los Reyes ";84944;11,3497474948235
28135;"Santa Maria de la Alameda ";1199;7,08924315502751
28136;"Santorcaz ";849;6,74405918631135
28137;"Santos de la Humosa, Los ";2389;7,77863014732581
28138;"Serna del Monte, La ";86;4,45434729625351
28140;"Serranillos del Valle ";3994;8,29254851397576
28141;"Sevilla la Nueva ";8902;9,0940312495758
28143;"Somosierra ";73;4,29045944114839
28144;"Soto del Real ";8456;9,04263152755007
28145;"Talamanca de Jarama ";3371;8,12296471523406
28146;"Tielmes ";2585;7,85748078694253
28147;"Titulcia ";1234;7,11801620446533
28148;"Torrejon de Ardoz ";126934;11,7514225453183
28149;"Torrejon de la Calzada ";7901;8,97474461272273
28150;"Torrejon de Velasco ";4224;8,3485378253861
28151;"Torrelaguna ";4788;8,47386806667786
28152;"Torrelodones ";23117;10,0483235565816
28153;"Torremocha de Jarama ";948;6,85435450225502
28154;"Torres de la Alameda ";7877;8,97170239970333
28903;"Tres Cantos ";43309;10,6761157445863
28155;"Valdaracete ";639;6,45990445437753
28156;"Valdeavero ";1451;7,28000825288419
28157;"Valdelaguna ";837;6,72982407048948
28158;"Valdemanco ";922;6,82654522355659
28159;"Valdemaqueda ";786;6,66695679242921
28160;"Valdemorillo ";12173;9,4069756634096
28161;"Valdemoro ";72854;11,1962127174599
28162;"Valdeolmos-Alalpardo ";3785;8,23880116587155
28163;"Valdepielagos ";566;6,33859407820318
28164;"Valdetorres de Jarama ";4234;8,35090245169481
28165;"Valdilecha ";2838;7,95085485771999
28166;"Valverde de Alcala ";441;6,08904487544685
28167;"Velilla de San Antonio ";12382;9,42399908407918
28168;"Vellon, El ";1803;7,49720722320332
28169;"Venturada ";1991;7,5963923040642
28171;"Villa del Prado ";6414;8,7662383802531
28170;"Villaconejos ";3405;8,13300021858361
28172;"Villalbilla ";12351;9,42149231043801
28173;"Villamanrique de Tajo ";720;6,5792512120101
28174;"Villamanta ";2525;7,83399634170946
28175;"Villamantilla ";1292;7,16394668434255
28176;"Villanueva de la Canada ";19250;9,86526633971593
28178;"Villanueva de Perales ";1441;7,27309259599952
28177;"Villanueva del Pardillo ";16797;9,728955578017
28179;"Villar del Olmo ";2058;7,62948991639399
28180;"Villarejo de Salvanes ";7288;8,89398443893979
28181;"Villaviciosa de Odon ";27075;10,2063660718692
28182;"Villavieja del Lozoya ";280;5,63478960316925
28183;"Zarzalejo ";1546;7,34342622914737
29001;"Alameda ";5403;8,59470963384407
29002;"Alcaucin ";2375;7,77275271646874
29003;"Alfarnate ";1159;7,05531284333975
29004;"Alfarnatejo ";463;6,13772705408623
29005;"Algarrobo ";6013;8,70167907103957
29006;"Algatocin ";834;6,72623340235875
29007;"Alhaurin de la Torre ";38523;10,5590107444994
29008;"Alhaurin el Grande ";24338;10,0997941938967
29009;"Almachar ";1867;7,53208814354172
29010;"Almargen ";2081;7,64060382639363
29011;"Almogia ";3826;8,2495751500002
29012;"alora ";13003;9,47293537905132
29013;"Alozaina ";2082;7,64108424917491
29014;"Alpandeire ";257;5,54907608489522
29015;"Antequera ";41141;10,6247604701551
29016;"archez ";436;6,07764224334903
29017;"Archidona ";8490;9,04664427930539
29018;"Ardales ";2527;7,83478810738819
29019;"Arenas ";1219;7,10578612948127
29020;"Arriate ";4157;8,33254893925264
29021;"Atajate ";158;5,06259503302697
29022;"Benadalid ";253;5,53338948872752
29023;"Benahavis ";7105;8,8685540405312
29024;"Benalauria ";470;6,1527326947041
29025;"Benalmadena ";66598;11,1064298260475
29026;"Benamargosa ";1568;7,35755620091035
29027;"Benamocarra ";3047;8,02191277898571
29028;"Benaojan ";1513;7,32184971378836
29029;"Benarraba ";521;6,25575004175337
29030;"Borge, El ";963;6,87005341179813
29031;"Burgo, El ";1929;7,56475701290573
29032;"Campillos ";8524;9,05064099321851
29033;"Canillas de Aceituno ";1737;7,4599147662411
29034;"Canillas de Albaida ";842;6,73578001424233
29035;"Canete la Real ";1738;7,46049030582534
29036;"Carratraca ";775;6,65286302935335
29037;"Cartajima ";247;5,50938833662798
29038;"Cartama ";24592;10,1101764657784
29039;"Casabermeja ";3418;8,13681086367554
29040;"Casarabonela ";2599;7,86288203464149
29041;"Casares ";5954;8,69181854157572
29042;"Coin ";21561;9,97864140613655
29043;"Colmenar ";3444;8,14438886554762
29044;"Comares ";1385;7,23345541862144
29045;"Competa ";3503;8,16137502319749
29046;"Cortes de la Frontera ";3304;8,10288913464087
29047;"Cuevas Bajas ";1431;7,26612877955645
29049;"Cuevas de San Marcos ";3884;8,26462082941122
29048;"Cuevas del Becerro ";1643;7,40427911803727
29050;"Cutar ";605;6,40522845803084
29051;"Estepona ";67080;11,1136412159371
29052;"Farajan ";265;5,57972982598622
29053;"Frigiliana ";3065;8,02780284837031
29054;"Fuengirola ";77525;11,2583557439687
29055;"Fuente de Piedra ";2613;7,86825426552061
29056;"Gaucin ";1670;7,4205789054108
29057;"Genalguacil ";456;6,12249280951439
29058;"Guaro ";2060;7,63046126178363
29059;"Humilladero ";3364;8,12088602109284
29060;"Igualeja ";816;6,70441435496411
29061;"Istan ";1388;7,23561914106675
29062;"Iznate ";899;6,80128303447162
29063;"Jimera de Libar ";415;6,0282785202307
29064;"Jubrique ";638;6,45833828334479
29065;"Juzcar ";238;5,47227067367148
29066;"Macharaviaya ";477;6,16751649088834
29067;"Malaga ";569130;13,2518641580147
29068;"Manilva ";14587;9,58788600008621
29069;"Marbella ";139537;11,8460850780504
29070;"Mijas ";79483;11,2832984412982
29071;"Moclinejo ";1255;7,13489085156588
29072;"Mollina ";4901;8,49719454490955
29073;"Monda ";2382;7,77569574991525
29074;"Montejaque ";984;6,89162589705225
29075;"Nerja ";21185;9,96104866306066
29076;"Ojen ";3353;8,11761074646623
29077;"Parauta ";249;5,51745289646471
29079;"Periana ";3231;8,0805469658245
29080;"Pizarra ";9148;9,12129055514267
29081;"Pujerra ";294;5,68357976733868
29082;"Rincon de la Victoria ";43135;10,6720900115107
29083;"Riogordo ";2936;7,98480338973441
29084;"Ronda ";35676;10,4822334727861
29085;"Salares ";207;5,33271879326537
29086;"Sayalonga ";1505;7,31654817718298
29087;"Sedella ";692;6,53958595561767
29088;"Sierra de Yeguas ";3398;8,13094230223188
29089;"Teba ";3973;8,2872767558146
29090;"Tolox ";2186;7,68982866873648
29901;"Torremolinos ";67492;11,1197643513182
29091;"Torrox ";15117;9,62357521734871
29092;"Totalan ";710;6,56526497003536
29093;"Valle de Abdalajis ";2615;7,86901937649902
29094;"Velez-Malaga ";78166;11,2665900493793
29095;"Villanueva de Algaidas ";4337;8,37493814383537
29902;"Villanueva de la Concepcion ";3341;8,11402544235676
29098;"Villanueva de Tapia ";1544;7,34213173058472
29096;"Villanueva del Rosario ";3508;8,16280135349207
29097;"Villanueva del Trabuco ";5246;8,56522116042682
29099;"Vinuela ";2013;7,60738142563979
29100;"Yunquera ";2983;8,00068478451475
30001;"Abanilla ";6347;8,75573753930647
30002;"Abaran ";13179;9,48637993264389
30003;"aguilas ";34772;10,456567744199
30004;"Albudeite ";1374;7,22548147278229
30005;"Alcantarilla ";41021;10,6218394096812
30902;"Alcazares, Los ";15605;9,65534665470488
30006;"Aledo ";984;6,89162589705225
30007;"Alguazas ";9544;9,16366796377775
30008;"Alhama de Murcia ";21351;9,96885385596738
30009;"Archena ";18559;9,8287101255783
30010;"Beniel ";11096;9,31433996199467
30011;"Blanca ";6521;8,7827830173932
30012;"Bullas ";11753;9,37186380613285
30013;"Calasparra ";10423;9,25177018173932
30014;"Campos del Rio ";2083;7,64156444126097
30015;"Caravaca de la Cruz ";25851;10,1601045639079
30016;"Cartagena ";216301;12,284426235139
30017;"Cehegin ";15794;9,66738540005753
30018;"Ceuti ";11227;9,32607687045878
30019;"Cieza ";35115;10,4663836685931
30020;"Fortuna ";9814;9,19156521664985
30021;"Fuente alamo de Murcia ";16284;9,69793830962287
30022;"Jumilla ";25484;10,1458060832364
30023;"Librilla ";5016;8,52038808231276
30024;"Lorca ";91714;11,4264303183471
30025;"Lorqui ";7020;8,85651849701986
30026;"Mazarron ";32150;10,3781677296658
30027;"Molina de Segura ";69331;11,1466474156029
30028;"Moratalla ";8189;9,01054706927019
30029;"Mula ";16805;9,72943174015921
30030;"Murcia ";439889;12,9942777013411
30031;"Ojos ";504;6,22257626807137
30032;"Pliego ";3973;8,2872767558146
30033;"Puerto Lumbreras ";14694;9,59519452618022
30034;"Ricote ";1369;7,22183582528845
30035;"San Javier ";31915;10,3708313976902
30036;"San Pedro del Pinatar ";24339;10,0998352810632
30901;"Santomera ";16012;9,68109372011246
30037;"Torre-Pacheco ";34469;10,4478156483561
30038;"Torres de Cotillas, Las ";21399;9,97109947094615
30039;"Totana ";30916;10,3390291282268
30040;"Ulea ";906;6,80903930604298
30041;"Union, La ";19572;9,88185525240901
30042;"Villanueva del Rio Segura ";2524;7,8336002236611
30043;"Yecla ";34100;10,4370526632716
31001;"Abaigar ";97;4,57471097850338
31002;"Abarzuza/Abartzuza ";556;6,32076829425058
31003;"Abaurregaina/Abaurrea Alta ";127;4,84418708645859
31004;"Abaurrepea/Abaurrea Baja ";35;3,55534806148941
31005;"Aberin ";376;5,92958914338989
31006;"Ablitas ";2520;7,83201418050547
31007;"Adios ";170;5,13579843705026
31008;"Aguilar de Codes ";83;4,4188406077966
31009;"Aibar/Oibar ";832;6,72383244082121
31011;"Allin/Allin ";848;6,7428806357919
31012;"Allo ";1012;6,91968384984741
31010;"Altsasu/Alsasua ";7490;8,92132407651127
31013;"Amescoa Baja ";774;6,65157187358973
31014;"Ancin/Antzin ";376;5,92958914338989
31015;"Andosilla ";2753;7,92044650514261
31016;"Ansoain/Antsoain ";10830;9,29007533999504
31017;"Anue ";464;6,13988455222626
31018;"Anorbe ";539;6,289715570909
31019;"Aoiz/Agoitz ";2601;7,86365126544865
31020;"Araitz ";522;6,25766758788264
31025;"Arakil ";955;6,86171134048073
31021;"Aranarache/Aranaratxe ";73;4,29045944114839
31023;"Aranguren ";9398;9,14825217966276
31024;"Arano ";108;4,68213122712422
31022;"Arantza ";638;6,45833828334479
31026;"Aras ";172;5,14749447681345
31027;"Arbizu ";1111;7,01301578963963
31028;"Arce/Artzi ";264;5,57594910314632
31029;"Arcos, Los ";1136;7,0352685992811
31030;"Arellano ";164;5,0998664278242
31031;"Areso ";260;5,56068163101553
31032;"Arguedas ";2295;7,73848812249465
31033;"Aria ";52;3,95124371858143
31034;"Aribe ";44;3,78418963391826
31035;"Armananzas ";68;4,21950770517611
31036;"Arroniz ";1068;6,97354301952014
31037;"Arruazu ";108;4,68213122712422
31038;"Artajona ";1680;7,4265490723973
31039;"Artazu ";112;4,71849887129509
31040;"Atez/Atetz ";232;5,44673737166631
31058;"Auritz/Burguete ";262;5,5683445037611
31041;"Ayegui/Aiegi ";2217;7,70391020961631
31042;"Azagra ";3804;8,24380842366528
31043;"Azuelo ";37;3,61091791264422
31044;"Bakaiku ";339;5,82600010738045
31901;"Baranain ";20475;9,92695990872127
31045;"Barasoain ";665;6,49978704065585
31046;"Barbarin ";67;4,20469261939097
31047;"Bargota ";292;5,67675380226828
31048;"Barillas ";203;5,31320597904179
31049;"Basaburua ";859;6,75576892198425
31050;"Baztan ";7792;8,96085284532237
31137;"Beintza-Labaien ";231;5,44241771052179
31051;"Beire ";296;5,69035945432406
31052;"Belascoain ";117;4,76217393479776
31250;"Bera ";3768;8,23429963569625
31053;"Berbinzana ";633;6,45047042214418
31905;"Beriain ";3889;8,26590733415575
31902;"Berrioplano/Berriobeiti ";6527;8,78370269863522
31903;"Berriozar ";9625;9,17211915915598
31054;"Bertizarana ";590;6,38012253689976
31055;"Betelu ";347;5,84932477994686
31253;"Bidaurreta ";160;5,07517381523383
31056;"Biurrun-Olcoz ";219;5,3890717298165
31057;"Bunuel ";2271;7,72797554210556
31059;"Burgui/Burgi ";223;5,40717177146012
31060;"Burlada/Burlata ";18336;9,81662161951447
31061;"Busto, El ";71;4,26267987704132
31062;"Cabanillas ";1414;7,25417784645652
31063;"Cabredo ";104;4,64439089914137
31064;"Cadreita ";2082;7,64108424917491
31065;"Caparroso ";2773;7,92768504561578
31066;"Carcar ";1054;6,96034772910131
31067;"Carcastillo ";2466;7,81035268372429
31068;"Cascante ";3787;8,2393294279018
31069;"Caseda ";989;6,89669433162271
31070;"Castejon ";4062;8,30943074214033
31071;"Castillonuevo ";16;2,77258872223978
31193;"Cendea de Olza/Oltza Zendea ";1822;7,5076900778199
31072;"Cintruenigo ";7779;8,95918307420677
31074;"Cirauqui/Zirauki ";483;6,18001665365257
31075;"Ciriza/Ziritza ";131;4,87519732320115
31076;"Cizur ";3751;8,22977775008189
31077;"Corella ";7740;8,95415696658377
31078;"Cortes ";3192;8,0684029585697
31079;"Desojo ";81;4,39444915467244
31080;"Dicastillo ";637;6,45676965557216
31081;"Donamaria ";443;6,09356977004514
31221;"Doneztebe/Santesteban ";1658;7,41336733569524
31083;"Echarri ";78;4,35670882668959
31087;"Elgorriaga ";219;5,3890717298165
31089;"Eneriz/Eneritz ";322;5,77455154554441
31090;"Eratsun ";150;5,01063529409626
31091;"Ergoiena ";397;5,98393628068719
31092;"Erro ";792;6,67456139181443
31094;"Eslava ";123;4,81218435537242
31095;"Esparza de Salazar/Espartza Zaraitzu ";87;4,46590811865458
31096;"Espronceda ";114;4,7361984483945
31097;"Estella-Lizarra ";13702;9,52529708656284
31098;"Esteribar ";2598;7,86249719723055
31099;"Etayo ";72;4,27666611901606
31082;"Etxalar ";801;6,68586094706836
31084;"Etxarri Aranatz ";2466;7,81035268372429
31085;"Etxauri ";586;6,37331978957701
31100;"Eulate ";303;5,71373280550937
31101;"Ezcabarte ";1834;7,51425465281641
31093;"Ezcaroz/Ezkaroze ";323;5,77765232322266
31102;"Ezkurra ";154;5,03695260241363
31103;"Ezprogui ";47;3,85014760171006
31104;"Falces ";2390;7,77904864492556
31105;"Fitero ";2022;7,61184239958042
31106;"Fontellas ";961;6,86797440897029
31107;"Funes ";2471;7,81237820598861
31108;"Fustinana ";2511;7,82843635915759
31109;"Galar ";2074;7,63723438878947
31110;"Gallipienzo/Galipentzu ";106;4,66343909411207
31111;"Gallues/Galoze ";103;4,63472898822964
31112;"Garaioa ";97;4,57471097850338
31113;"Garde ";157;5,05624580534831
31114;"Garinoain ";490;6,19440539110467
31115;"Garralda ";185;5,22035582507832
31116;"Genevilla ";75;4,31748811353631
31117;"Goizueta ";736;6,60123011872888
31118;"Goni ";170;5,13579843705026
31119;"Guesa/Gorza ";43;3,76120011569356
31120;"Guesalaz/Gesalatz ";450;6,10924758276437
31121;"Guirguillano ";81;4,39444915467244
31256;"Hiriberri/Villanueva de Aezkoa ";119;4,77912349311153
31122;"Huarte/Uharte ";6776;8,82114223633189
31124;"Ibargoiti ";249;5,51745289646471
31259;"Igantzi ";618;6,42648845745769
31125;"Iguzquiza ";332;5,80513496891649
31126;"Imotz ";432;6,06842558824411
31127;"Iraneta ";172;5,14749447681345
31904;"Irurtzun ";2194;7,69348164083518
31128;"Isaba/Izaba ";473;6,15909538849193
31129;"Ituren ";515;6,24416690066374
31130;"Iturmendi ";388;5,96100533962327
31131;"Iza/Itza ";1171;7,06561336359772
31132;"Izagaondoa ";177;5,17614973257383
31133;"Izalzu/Itzaltzu ";51;3,93182563272433
31134;"Jaurrieta ";202;5,30826769740121
31135;"Javier ";103;4,63472898822964
31136;"Juslapena ";553;6,31535800152233
31138;"Lakuntza ";1257;7,13648320859025
31139;"Lana ";176;5,17048399503815
31140;"Lantz ";151;5,01727983681492
31141;"Lapoblacion ";127;4,84418708645859
31142;"Larraga ";2034;7,61775957660851
31143;"Larraona ";112;4,71849887129509
31144;"Larraun ";985;6,89264164117209
31145;"Lazagurria ";206;5,32787616878958
31146;"Leache/Leatxe ";44;3,78418963391826
31147;"Legarda ";110;4,70048036579242
31148;"Legaria ";98;4,58496747867057
31149;"Leitza ";2888;7,96831950001272
31908;"Lekunberri ";1483;7,30182234213793
31150;"Leoz/Leotz ";241;5,48479693349065
31151;"Lerga ";73;4,29045944114839
31152;"Lerin ";1665;7,41758040241454
31153;"Lesaka ";2742;7,91644286012226
31154;"Lezaun ";261;5,56452040732269
31155;"Liedena ";303;5,71373280550937
31156;"Lizoain-Arriasgoiti ";318;5,76205138278018
31157;"Lodosa ";4741;8,46400336290212
31158;"Longuida/Longida ";306;5,72358510195238
31159;"Lumbier ";1349;7,20711885620776
31160;"Luquin ";135;4,90527477843843
31248;"Luzaide/Valcarlos ";377;5,93224518744801
31161;"Maneru ";432;6,06842558824411
31162;"Maranon ";53;3,97029191355212
31163;"Marcilla ";2800;7,9373746961633
31164;"Melida ";729;6,59167373200866
31165;"Mendavia ";3597;8,18785544369562
31166;"Mendaza ";311;5,73979291217923
31167;"Mendigorria ";1055;6,96129604591017
31168;"Metauten ";291;5,67332326717149
31169;"Milagro ";3290;8,09864284375942
31170;"Mirafuentes ";56;4,02535169073515
31171;"Miranda de Arga ";847;6,74170069465205
31172;"Monreal/Elo ";470;6,1527326947041
31173;"Monteagudo ";1097;7,00033446027523
31174;"Morentin ";129;4,85981240436167
31175;"Mues ";88;4,47733681447821
31176;"Murchante ";3842;8,2537483433285
31177;"Murieta ";353;5,8664680569333
31178;"Murillo el Cuende ";654;6,4831073514572
31179;"Murillo el Fruto ";634;6,45204895443723
31180;"Muruzabal ";266;5,5834963087817
31181;"Navascues/Nabaskoze ";151;5,01727983681492
31182;"Nazar ";45;3,80666248977032
31088;"Noain (Valle de Elorz)/Noain (Elortzibar) ";7892;8,97360486714251
31183;"Obanos ";904;6,80682936039218
31185;"Ochagavia/Otsagabia ";560;6,32793678372919
31184;"Oco ";64;4,15888308335967
31186;"Odieta ";370;5,91350300563827
31187;"Oiz ";141;4,94875989037817
31188;"Olaibar ";316;5,75574221358691
31189;"Olazti/Olazagutia ";1520;7,32646561384032
31190;"Olejua ";49;3,89182029811063
31191;"Olite/Erriberri ";3907;8,27052509505507
31194;"Ollo ";409;6,0137151560428
31192;"Oloriz/Oloritz ";195;5,27299955856375
31195;"Orbaizeta ";202;5,30826769740121
31196;"Orbara ";42;3,73766961828337
31197;"Orisoain ";92;4,52178857704904
31906;"Orkoien ";3770;8,23483028044206
31198;"Oronz/Orontze ";46;3,8286413964891
31199;"Oroz-Betelu/Orotz-Betelu ";153;5,03043792139244
31211;"Orreaga/Roncesvalles ";32;3,46573590279973
31200;"Oteiza ";928;6,8330317327862
31201;"Pamplona/Iruna ";195853;12,1851196568219
31202;"Peralta/Azkoien ";5863;8,67641669696422
31203;"Petilla de Aragon ";34;3,52636052461616
31204;"Piedramillera ";39;3,66356164612965
31205;"Pitillas ";511;6,2363695902037
31206;"Puente la Reina/Gares ";2818;7,94378269245863
31207;"Pueyo ";340;5,82894561761021
31208;"Ribaforada ";3692;8,21392359562274
31209;"Romanzado ";173;5,15329159449778
31210;"Roncal/Erronkari ";227;5,4249500174814
31212;"Sada ";163;5,09375020080676
31213;"Saldias ";116;4,75359019110636
31214;"Salinas de Oro/Jaitz ";117;4,76217393479776
31215;"San Adrian ";6196;8,73165920153676
31217;"San Martin de Unx ";372;5,91889385427315
31216;"Sanguesa/Zangoza ";5020;8,52118521268578
31219;"Sansol ";100;4,60517018598809
31220;"Santacara ";891;6,79234442747081
31222;"Sarries/Sartze ";63;4,14313472639153
31223;"Sartaguda ";1372;7,22402480828583
31224;"Sesma ";1183;7,07580886397839
31225;"Sorlada ";61;4,11087386417331
31226;"Sunbilla ";648;6,47389069635227
31227;"Tafalla ";10809;9,2881343994162
31228;"Tiebas-Muruarte de Reta ";617;6,42486902390539
31229;"Tirapu ";51;3,93182563272433
31230;"Torralba del Rio ";118;4,77068462446567
31231;"Torres del Rio ";129;4,85981240436167
31232;"Tudela ";35388;10,4741280586033
31233;"Tulebras ";118;4,77068462446567
31234;"Ucar ";182;5,2040066870768
31123;"Uharte Arakil ";840;6,73340189183736
31235;"Ujue ";187;5,23110861685459
31236;"Ultzama ";1666;7,41818082272679
31237;"Unciti ";219;5,3890717298165
31238;"Unzue/Untzue ";124;4,82028156560504
31239;"Urdazubi/Urdax ";402;5,99645208861902
31240;"Urdiain ";681;6,52356230614951
31241;"Urraul Alto ";152;5,02388052084628
31242;"Urraul Bajo ";294;5,68357976733868
31244;"Urroz ";186;5,2257466737132
31243;"Urroz-Villa ";408;6,01126717440416
31245;"Urzainqui/Urzainki ";95;4,55387689160054
31246;"Uterga ";174;5,15905529921453
31247;"Uztarroz/Uztarroze ";154;5,03695260241363
31086;"Valle de Egues ";19603;9,88343789473042
31260;"Valle de Yerri/Deierri ";1497;7,31121838441963
31249;"Valtierra ";2443;7,80098207125774
31251;"Viana ";4048;8,3059782109673
31252;"Vidangoz/Bidankoze ";94;4,54329478227
31254;"Villafranca ";2805;7,9391588179568
31255;"Villamayor de Monjardin ";128;4,85203026391962
31257;"Villatuerta ";1137;7,03614849375054
31258;"Villava/Atarrabia ";10265;9,23649532945303
31261;"Yesa ";285;5,65248918026865
31262;"Zabalza/Zabaltza ";276;5,62040086571715
31073;"Ziordia ";389;5,96357934361845
31907;"Zizur Mayor/Zizur Nagusia ";14493;9,58142105322252
31263;"Zubieta ";323;5,77765232322266
31264;"Zugarramurdi ";227;5,4249500174814
31265;"Zuniga ";116;4,75359019110636
32001;"Allariz ";6049;8,70764824810691
32002;"Amoeiro ";2245;7,71646080017636
32003;"Arnoia, A ";1040;6,94697599213542
32004;"Avion ";1962;7,58171964012531
32005;"Baltar ";1002;6,90975328164481
32006;"Bande ";1735;7,45876269238096
32007;"Banos de Molgas ";1658;7,41336733569524
