"CodMun";"Municipio";"Pob";"Poblog"
11027;"Puerto de Santa Maria, El ";88335;11,3888916840468
11028;"Puerto Real ";41509;10,6336655501763
11029;"Puerto Serrano ";7145;8,87416809036397
11030;"Rota ";29123;10,2792835189822
11031;"San Fernando ";96131;11,4734671235856
11902;"San Jose del Valle ";4427;8,39547743273214
11033;"San Roque ";29373;10,2878311640222
11032;"Sanlucar de Barrameda ";67433;11,1188897913218
11034;"Setenil de las Bodegas ";2845;7,95331834656043
11035;"Tarifa ";18011;9,79873796133706
11036;"Torre Alhaquime ";779;6,65801104587075
11037;"Trebujena ";7072;8,86389860431748
11038;"Ubrique ";16836;9,73127472989046
11039;"Vejer de la Frontera ";12812;9,45813751072905
11040;"Villaluenga del Rosario ";471;6,15485809401642
11041;"Villamartin ";12271;9,41499403397655
11042;"Zahara ";1436;7,26961674960817
12002;"Ain ";131;4,87519732320115
12003;"Albocasser ";1334;7,19593722647557
12004;"Alcala de Xivert ";7255;8,88944616531829
12005;"Alcora, l' ";10591;9,26775986284367
12006;"Alcudia de Veo ";209;5,34233425196481
12007;"Alfondeguilla ";901;6,80350525760834
12008;"Algimia de Almonacid ";281;5,63835466933375
12009;"Almazora/Almassora ";25488;10,1459630321498
12010;"Almedijar ";275;5,61677109766657
12011;"Almenara ";6031;8,70466811345099
12901;"Alquerias del Nino Perdido ";4503;8,41249912030157
12012;"Altura ";3647;8,20166019080868
12013;"Aranuel ";171;5,14166355650266
12014;"Ares del Maestrat ";208;5,33753807970132
12015;"Argelita ";103;4,63472898822964
12016;"Artana ";1992;7,59689443814454
12001;"Atzeneta del Maestrat ";1307;7,17548971362422
12017;"Ayodar ";175;5,16478597392351
12018;"Azuebar ";325;5,78382518232974
12020;"Barracas ";181;5,19849703126583
12022;"Bejis ";399;5,98896141688986
12024;"Benafer ";170;5,13579843705026
12025;"Benafigos ";156;5,04985600724954
12026;"Benasal ";1150;7,0475172213573
12027;"Benicarlo ";26403;10,1812329190419
12028;"Benicasim/Benicassim ";18098;9,80355671391108
12029;"Benlloch ";1119;7,02019070831193
12021;"Betxi ";5763;8,65921345143667
12032;"Borriana/Burriana ";34708;10,4547254869134
12031;"Borriol ";5176;8,55178783618074
12033;"Cabanes ";2939;7,98582466641892
12034;"Calig ";2049;7,6251071482389
12036;"Canet lo Roig ";746;6,61472560020376
12037;"Castell de Cabres ";16;2,77258872223978
12038;"Castellfort ";206;5,32787616878958
12039;"Castellnovo ";1003;6,91075078796194
12040;"Castellon de la Plana/Castello de la Plana ";171669;12,0533234831184
12041;"Castillo de Villamalefa ";112;4,71849887129509
12042;"Cati ";779;6,65801104587075
12043;"Caudiel ";700;6,5510803350434
12044;"Cervera del Maestre ";653;6,48157712927643
12053;"Chilches/Xilxes ";2752;7,92008319905323
12055;"Chodos/Xodos ";124;4,82028156560504
12056;"Chovar ";327;5,78996017089725
12045;"Cinctorres ";424;6,04973345523196
12046;"Cirat ";233;5,4510384535657
12048;"Cortes de Arenoso ";308;5,73009978297357
12049;"Costur ";550;6,30991827822652
12050;"Coves de Vinroma, les ";1870;7,53369370984863
12051;"Culla ";535;6,28226674689601
12057;"Eslida ";833;6,72503364216684
12058;"Espadilla ";86;4,45434729625351
12059;"Fanzara ";314;5,74939298590825
12060;"Figueroles ";539;6,289715570909
12061;"Forcall ";476;6,16541785423142
12063;"Fuente la Reina ";51;3,93182563272433
12064;"Fuentes de Ayodar ";130;4,86753445045558
12065;"Gaibiel ";205;5,32300997913841
12067;"Geldo ";651;6,47850964220857
12068;"Herbes ";49;3,89182029811063
12069;"Higueras ";91;4,51085950651685
12070;"Jana, la ";714;6,57088296233958
12071;"Jerica ";1599;7,37713371283395
12074;"Llosa, la ";988;6,89568269774787
12072;"Lucena del Cid ";1385;7,23345541862144
12073;"Ludiente ";181;5,19849703126583
12075;"Mata de Morella, la ";176;5,17048399503815
12076;"Matet ";95;4,55387689160054
12077;"Moncofa ";6256;8,74129628222515
12078;"Montan ";393;5,97380961186926
12079;"Montanejos ";549;6,30809844150953
12080;"Morella ";2575;7,85360481309784
12081;"Navajas ";765;6,63987583382654
12082;"Nules ";13442;9,50613941252991
12083;"Olocau del Rey ";123;4,81218435537242
12084;"Onda ";24963;10,1251500075685
12085;"Oropesa del Mar/Orpesa ";9493;9,1583099638818
12087;"Palanques ";31;3,43398720448515
12088;"Pavias ";74;4,30406509320417
12089;"Peniscola/Peniscola ";7444;8,91516361776214
12090;"Pina de Montalgrao ";129;4,85981240436167
12093;"Pobla de Benifassa, la ";228;5,42934562895444
12094;"Pobla Tornesa, la ";1191;7,0825485693553
12091;"Portell de Morella ";218;5,38449506278909
12092;"Puebla de Arenoso ";141;4,94875989037817
12095;"Ribesalbes ";1233;7,11720550316434
12096;"Rossell ";1020;6,92755790627832
12097;"Sacanet ";80;4,38202663467388
12098;"Salzadella, la ";762;6,63594655568665
12101;"San Rafael del Rio ";502;6,21860011969173
12902;"Sant Joan de Moro ";3051;8,02322468471667
12099;"Sant Jordi/San Jorge ";1020;6,92755790627832
12100;"Sant Mateu ";1995;7,59839932932396
12102;"Santa Magdalena de Pulpis ";810;6,69703424766648
12104;"Segorbe ";9073;9,11305824916963
12103;"Serratella, la ";101;4,61512051684126
12105;"Sierra Engarceran ";1018;6,92559519711047
12106;"Soneja ";1476;7,29709100516042
12107;"Sot de Ferrer ";428;6,0591231955818
12108;"Sueras/Suera ";564;6,33505425149806
12109;"Tales ";836;6,7286286130847
12110;"Teresa ";277;5,62401750618734
12111;"Tirig ";489;6,19236248947487
12112;"Todolella ";140;4,9416424226093
12113;"Toga ";106;4,66343909411207
12114;"Toras ";231;5,44241771052179
12115;"Toro, El ";251;5,52545293913178
12116;"Torralba del Pinar ";71;4,26267987704132
12119;"Torre d'En Besora, la ";163;5,09375020080676
12120;"Torre d'en Domenec, la ";217;5,37989735354046
12117;"Torreblanca ";5413;8,59655874679698
12118;"Torrechiva ";81;4,39444915467244
12121;"Traiguera ";1534;7,3356339819272
12122;"Useras/Useres, les ";1014;6,92165818415113
12124;"Vall d'Alba ";2844;7,95296679092313
12125;"Vall de Almonacid ";262;5,5683445037611
12126;"Vall d'Uixo, la ";31671;10,3631567146578
12123;"Vallat ";52;3,95124371858143
12127;"Vallibona ";85;4,44265125649032
12128;"Vilafames ";1867;7,53208814354172
12132;"Vilanova d'Alcolea ";603;6,40191719672719
12134;"Vilar de Canes ";175;5,16478597392351
12135;"Vila-real ";50580;10,831311520224
12136;"Vilavella, la ";3253;8,08733292647335
12129;"Villafranca del Cid/Vilafranca ";2295;7,73848812249465
12130;"Villahermosa del Rio ";484;6,18208490671663
12131;"Villamalur ";70;4,24849524204936
12133;"Villanueva de Viver ";61;4,11087386417331
12137;"Villores ";37;3,61091791264422
12138;"Vinaros ";28190;10,2467225841082
12139;"Vistabella del Maestrat ";370;5,91350300563827
12140;"Viver ";1558;7,35115822643069
12052;"Xert ";779;6,65801104587075
12141;"Zorita del Maestrazgo ";129;4,85981240436167
12142;"Zucaina ";183;5,20948615284142
13001;"Abenojar ";1471;7,29369772060144
13002;"Agudo ";1750;7,46737106691756
13003;"Alamillo ";531;6,27476202124194
13004;"Albaladejo ";1323;7,18765716411496
13005;"Alcazar de San Juan ";31269;10,3503824704074
13006;"Alcoba ";637;6,45676965557216
13007;"Alcolea de Calatrava ";1475;7,29641326877392
13008;"Alcubillas ";518;6,24997524225948
13009;"Aldea del Rey ";1823;7,50823877467866
13010;"Alhambra ";1042;6,94889722231331
13011;"Almaden ";5794;8,66457817832929
13012;"Almadenejos ";456;6,12249280951439
13013;"Almagro ";9074;9,11316846022391
13014;"Almedina ";572;6,3491389913798
13015;"Almodovar del Campo ";6477;8,77601271918292
13016;"Almuradiel ";843;6,73696695800186
13017;"Anchuras ";343;5,83773044716594
13903;"Arenales de San Gregorio ";672;6,51025834052315
13018;"Arenas de San Juan ";1067;6,97260625130175
13019;"Argamasilla de Alba ";7110;8,86925752279729
13020;"Argamasilla de Calatrava ";5992;8,69818052519705
13021;"Arroba de los Montes ";471;6,15485809401642
13022;"Ballesteros de Calatrava ";416;6,03068526026126
13023;"Bolanos de Calatrava ";12001;9,39274525863144
13024;"Brazatortas ";1038;6,94505106372583
13025;"Cabezarados ";328;5,79301360838414
13026;"Cabezarrubias del Puerto ";521;6,25575004175337
13027;"Calzada de Calatrava ";4122;8,3240937614504
13028;"Campo de Criptana ";14126;9,55577234996887
13029;"Canada de Calatrava ";106;4,66343909411207
13030;"Caracuel de Calatrava ";165;5,10594547390058
13031;"Carrion de Calatrava ";3090;8,03592636989179
13032;"Carrizosa ";1331;7,19368581839511
13033;"Castellar de Santiago ";2055;7,62803112693033
13038;"Chillon ";1937;7,568895663407
13034;"Ciudad Real ";74427;11,2175740582135
13035;"Corral de Calatrava ";1135;7,0343879299155
13036;"Cortijos, Los ";961;6,86797440897029
13037;"Cozar ";1092;6,99576615630485
13039;"Daimiel ";18577;9,8296795353914
13040;"Fernan Caballero ";1069;6,97447891102505
13041;"Fontanarejo ";281;5,63835466933375
13042;"Fuencaliente ";1082;6,98656645940643
13043;"Fuenllana ";261;5,56452040732269
13044;"Fuente el Fresno ";3365;8,12118324207883
13045;"Granatula de Calatrava ";819;6,70808408385307
13046;"Guadalmez ";813;6,70073110954781
13047;"Herencia ";8758;9,07772284736134
13048;"Hinojosas de Calatrava ";499;6,21260609575152
13049;"Horcajo de los Montes ";959;6,86589107488344
13050;"Labores, Las ";617;6,42486902390539
13904;"Llanos del Caudillo ";739;6,6052979209482
13051;"Luciana ";398;5,98645200528444
13052;"Malagon ";8280;9,02159824737931
13053;"Manzanares ";18642;9,8331723786211
13054;"Membrilla ";6168;8,72712991524317
13055;"Mestanza ";724;6,58479139238572
13056;"Miguelturra ";15032;9,6179365410933
13057;"Montiel ";1450;7,27931883541462
13058;"Moral de Calatrava ";5429;8,59951023390545
13059;"Navalpino ";235;5,45958551414416
13060;"Navas de Estena ";265;5,57972982598622
13061;"Pedro Munoz ";7714;8,95079213876817
13062;"Picon ";698;6,54821910276237
13063;"Piedrabuena ";4624;8,43901541035221
13064;"Poblete ";2334;7,7553388128465
13065;"Porzuna ";3742;8,22737550683403
13066;"Pozuelo de Calatrava ";3371;8,12296471523406
13067;"Pozuelos de Calatrava, Los ";430;6,06378520868761
13068;"Puebla de Don Rodrigo ";1220;7,1066061377273
13069;"Puebla del Principe ";756;6,62804137617953
13070;"Puerto Lapice ";955;6,86171134048073
13071;"Puertollano ";50035;10,8204780395246
13072;"Retuerta del Bullaque ";1019;6,92657703322272
13901;"Robledo, El ";1228;7,11314210870709
13902;"Ruidera ";608;6,41017488196617
13073;"Saceruela ";617;6,42486902390539
13074;"San Carlos del Valle ";1184;7,07665381544395
13075;"San Lorenzo de Calatrava ";231;5,44241771052179
13076;"Santa Cruz de los Canamos ";546;6,30261897574491
13077;"Santa Cruz de Mudela ";4330;8,37332282099653
13078;"Socuellamos ";12721;9,45100945015621
13080;"Solana del Pino ";353;5,8664680569333
13079;"Solana, La ";15979;9,67903063913939
13081;"Terrinches ";782;6,66185474054531
13082;"Tomelloso ";37645;10,5359554222842
13083;"Torralba de Calatrava ";3107;8,04141290939305
13084;"Torre de Juan Abad ";1108;7,01031186730723
13085;"Torrenueva ";2911;7,97625194374562
13086;"Valdemanco del Esteras ";210;5,34710753071747
13087;"Valdepenas ";30514;10,3259408736731
13088;"Valenzuela de Calatrava ";706;6,55961523749324
13089;"Villahermosa ";2014;7,60787807327851
13090;"Villamanrique ";1286;7,15929190479756
13091;"Villamayor de Calatrava ";673;6,51174532964473
13092;"Villanueva de la Fuente ";2288;7,73543335249969
13093;"Villanueva de los Infantes ";5373;8,58914169072882
13094;"Villanueva de San Carlos ";308;5,73009978297357
13095;"Villar del Pozo ";99;4,59511985013459
13096;"Villarrubia de los Ojos ";10494;9,25855894424666
13097;"Villarta de San Juan ";2953;7,99057688174392
13098;"Viso del Marques ";2524;7,8336002236611
14001;"Adamuz ";4317;8,37031599555548
14002;"Aguilar de la Frontera ";13551;9,51421562432271
14003;"Alcaracejos ";1523;7,32843735289516
14004;"Almedinilla ";2455;7,80588204022862
14005;"Almodovar del Rio ";7961;8,98230989908858
14006;"Anora ";1563;7,35436233042148
14007;"Baena ";19802;9,89353822168246
14008;"Belalcazar ";3437;8,14235427684983
14009;"Belmez ";3119;8,0452677166078
14010;"Benameji ";5060;8,52912176228151
14011;"Blazquez, Los ";703;6,55535689181067
14012;"Bujalance ";7693;8,94806610345893
14013;"Cabra ";20837;9,9444855315702
14014;"Canete de las Torres ";3010;8,00969535774292
14015;"Carcabuey ";2595;7,86134179559999
14016;"Cardena ";1604;7,38025578842646
14017;"Carlota, La ";13929;9,54172827668803
14018;"Carpio, El ";4496;8,41094339157353
14019;"Castro del Rio ";7972;8,98369068133269
14020;"Conquista ";438;6,08221891037645
14021;"Cordoba ";327362;12,6988218712087
14022;"Dona Mencia ";4882;8,49331025095291
14023;"Dos Torres ";2457;7,80669637252118
14024;"Encinas Reales ";2343;7,7591874385078
14025;"Espejo ";3443;8,14409846333852
14026;"Espiel ";2508;7,82724090175281
14027;"Fernan-Nunez ";9713;9,18122047340233
14028;"Fuente la Lancha ";377;5,93224518744801
14029;"Fuente Obejuna ";4894;8,49576524400262
14030;"Fuente Palmera ";10895;9,29605924737872
14031;"Fuente-Tojar ";721;6,58063913728495
14032;"Granjuela, La ";482;6,1779441140506
14033;"Guadalcazar ";1566;7,35627987655075
14034;"Guijo, El ";372;5,91889385427315
14035;"Hinojosa del Duque ";7054;8,861350110796
14036;"Hornachuelos ";4642;8,44290058683438
14037;"Iznajar ";4556;8,42420032456707
14038;"Lucena ";42697;10,6618839391373
14039;"Luque ";3127;8,04782935745784
14040;"Montalban de Cordoba ";4519;8,41604600941128
14041;"Montemayor ";3950;8,28147085789517
14042;"Montilla ";23519;10,0655638841019
14043;"Montoro ";9640;9,17367638760459
14044;"Monturque ";2007;7,60439634879634
14045;"Moriles ";3848;8,2553088117856
14046;"Nueva Carteya ";5470;8,60703389541603
14047;"Obejo ";2027;7,614312146452
14048;"Palenciana ";1545;7,34277918933185
14049;"Palma del Rio ";21522;9,97683094676034
14050;"Pedro Abad ";2927;7,98173328669189
14051;"Pedroche ";1624;7,39264752072162
14052;"Penarroya-Pueblonuevo ";11300;9,33255800470043
14053;"Posadas ";7544;8,92850782431329
14054;"Pozoblanco ";17380;9,76307539881938
14055;"Priego de Cordoba ";22936;10,0404630075632
14056;"Puente Genil ";30167;10,3145038906826
14057;"Rambla, La ";7547;8,92890541228487
14058;"Rute ";10269;9,23688492719829
14059;"San Sebastian de los Ballesteros ";816;6,70441435496411
14061;"Santa Eufemia ";859;6,75576892198425
14060;"Santaella ";6062;8,70979505761775
14062;"Torrecampo ";1177;7,07072410726028
14063;"Valenzuela ";1241;7,12367278520461
14064;"Valsequillo ";379;5,93753620508243
14065;"Victoria, La ";2375;7,77275271646874
14066;"Villa del Rio ";7403;8,9096406024431
14067;"Villafranca de Cordoba ";4889;8,49474306257865
14068;"Villaharta ";703;6,55535689181067
14069;"Villanueva de Cordoba ";9141;9,12052506765382
14070;"Villanueva del Duque ";1553;7,34794382314869
14071;"Villanueva del Rey ";1096;6,99942246750796
14072;"Villaralto ";1238;7,12125245324454
14073;"Villaviciosa de Cordoba ";3443;8,14409846333852
14074;"Viso, El ";2651;7,88269220628903
14075;"Zuheros ";688;6,53378883793334
15001;"Abegondo ";5586;8,62801874650512
15002;"Ames ";30267;10,3178132890765
15003;"Aranga ";1997;7,59940133341582
15004;"Ares ";5743;8,6557370008643
15005;"Arteixo ";30950;10,3401282781127
15006;"Arzua ";6219;8,73536440110389
15007;"Bana, A ";3698;8,21554741194707
15008;"Bergondo ";6700;8,80986280537906
15009;"Betanzos ";13202;9,48812361224872
15010;"Boimorto ";2125;7,66152708135852
15011;"Boiro ";18950;9,84955921051057
15012;"Boqueixon ";4321;8,37124213593193
15013;"Brion ";7564;8,93115542977835
15014;"Cabana de Bergantinos ";4552;8,42332197580617
15015;"Cabanas ";3299;8,10137467122858
15016;"Camarinas ";5577;8,62640627638955
15017;"Cambre ";24076;10,0889707726677
15018;"Capela, A ";1334;7,19593722647557
15019;"Carballo ";31283;10,3508300979888
15901;"Carino ";4167;8,33495163142245
15020;"Carnota ";4284;8,36264243156764
15021;"Carral ";6180;8,72907355045174
15022;"Cedeira ";7062;8,86248357648833
15023;"Cee ";7723;8,95195816856926
15024;"Cerceda ";5076;8,53227882883428
15025;"Cerdido ";1233;7,11720550316434
15027;"Coiros ";1757;7,4713630881871
15028;"Corcubion ";1655;7,41155628781116
15029;"Coristanco ";6551;8,78737298873188
15030;"Coruna, A ";243870;12,4043905754087
15031;"Culleredo ";29593;10,2952931258583
15032;"Curtis ";4015;8,29779262638086
15033;"Dodro ";2882;7,96623977655947
15034;"Dumbria ";3077;8,03171037532204
15035;"Fene ";13385;9,50188995595445
15036;"Ferrol ";69452;11,148391145464
15037;"Fisterra ";4775;8,47114925291483
15038;"Frades ";2460;7,80791662892641
15039;"Irixoa ";1389;7,23633934275434
15041;"Laracha, A ";11402;9,34154405759153
15040;"Laxe ";3185;8,06620756800626
15042;"Lousame ";3463;8,14989054440242
15043;"Malpica de Bergantinos ";5666;8,64223868039046
15044;"Manon ";1454;7,28207365809346
15045;"Mazaricos ";4173;8,33639048059155
15046;"Melide ";7538;8,92771217382708
15047;"Mesia ";2734;7,91352101728389
15048;"Mino ";5859;8,67573421954479
15049;"Moeche ";1246;7,1276936993474
15050;"Monfero ";2037;7,61923341622681
15051;"Mugardos ";5362;8,58709231879591
15053;"Muros ";8960;9,10052550596898
15052;"Muxia ";5025;8,52218073292728
15054;"Naron ";39565;10,5857001680433
15055;"Neda ";5261;8,56807640173081
15056;"Negreira ";6936;8,84448051846038
15057;"Noia ";14472;9,57997102707513
15058;"Oleiros ";34693;10,4542932164783
15059;"Ordes ";12776;9,45532368989485
15060;"Oroso ";7413;8,91099049465672
15061;"Ortigueira ";6136;8,72192834304709
15062;"Outes ";6691;8,80851861878282
15902;"Oza-Cesuras ";5253;8,56655462095396
15064;"Paderne ";2467;7,81075811652936
15065;"Padron ";8643;9,06450502375264
15066;"Pino, O ";4706;8,45659356928731
15067;"Pobra do Caraminal, A ";9623;9,1719113453564
15068;"Ponteceso ";5789;8,663714844079
15069;"Pontedeume ";8011;8,98857087621512
15070;"Pontes de Garcia Rodriguez, As ";10503;9,25941620962278
15071;"Porto do Son ";9436;9,15228744052757
15072;"Rianxo ";11386;9,34013980951103
15073;"Ribeira ";27372;10,2172758720724
15074;"Rois ";4710;8,45744318701046
15075;"Sada ";15080;9,62112464156195
15076;"San Sadurnino ";3009;8,00936307663004
15077;"Santa Comba ";9635;9,17315758084847
15078;"Santiago de Compostela ";95612;11,4680536141747
15079;"Santiso ";1709;7,44366368311559
15080;"Sobrado ";1911;7,55538194424027
15081;"Somozas, As ";1191;7,0825485693553
15082;"Teo ";18505;9,82579624482026
15083;"Toques ";1213;7,10085190894405
15084;"Tordoia ";3591;8,18618599422608
15085;"Touro ";3778;8,23695004806146
15086;"Trazo ";3263;8,09040229659332
15088;"Val do Dubra ";4033;8,30226579487337
15087;"Valdovino ";6753;8,81774212957484
15089;"Vedra ";5059;8,52892411429194
15091;"Vilarmaior ";1233;7,11720550316434
15090;"Vilasantar ";1280;7,15461535691366
15092;"Vimianzo ";7520;8,92532141694389
15093;"Zas ";4846;8,48590890137647
16001;"Abia de la Obispalia ";77;4,34380542185368
16002;"Acebron, El ";241;5,48479693349065
16003;"Alarcon ";148;4,99721227376411
16004;"Albaladejo del Cuende ";292;5,67675380226828
16005;"Albalate de las Nogueras ";272;5,605802066296
16006;"Albendea ";134;4,89783979995091
16007;"Alberca de Zancara, La ";1723;7,45182223652793
16008;"Alcala de la Vega ";105;4,65396035015752
16009;"Alcantud ";72;4,27666611901606
16010;"Alcazar del Rey ";172;5,14749447681345
16011;"Alcohujate ";32;3,46573590279973
16012;"Alconchel de la Estrella ";111;4,70953020131233
16013;"Algarra ";32;3,46573590279973
16014;"Aliaguilla ";698;6,54821910276237
16015;"Almarcha, La ";415;6,0282785202307
16016;"Almendros ";272;5,605802066296
16017;"Almodovar del Pinar ";447;6,10255859461357
16018;"Almonacid del Marquesado ";458;6,12686918411419
16019;"Altarejos ";229;5,43372200355424
16020;"Arandilla del Arroyo ";16;2,77258872223978
16905;"Arcas ";1605;7,38087903556412
16022;"Arcos de la Sierra ";88;4,47733681447821
16024;"Arguisuelas ";146;4,98360662170834
16025;"Arrancacepas ";26;3,25809653802148
16026;"Atalaya del Canavate ";116;4,75359019110636
16027;"Barajas de Melo ";935;6,84054652928869
16029;"Barchin del Hoyo ";90;4,49980967033027
16030;"Bascunana de San Pedro ";20;2,99573227355399
16031;"Beamud ";49;3,89182029811063
16032;"Belinchon ";356;5,87493073085203
16033;"Belmonte ";2019;7,61035761831284
16034;"Belmontejo ";196;5,27811465923052
16035;"Beteta ";293;5,68017260901707
16036;"Boniches ";151;5,01727983681492
16038;"Buciegas ";46;3,8286413964891
16039;"Buenache de Alarcon ";499;6,21260609575152
16040;"Buenache de la Sierra ";106;4,66343909411207
16041;"Buendia ";425;6,05208916892442
16042;"Campillo de Altobuey ";1481;7,3004728142678
16043;"Campillos-Paravientos ";117;4,76217393479776
16044;"Campillos-Sierra ";36;3,58351893845611
16901;"Campos del Paraiso ";845;6,73933662735717
16045;"Canalejas del Arroyo ";289;5,66642668811243
16046;"Canada del Hoyo ";280;5,63478960316925
16047;"Canada Juncosa ";272;5,605802066296
16048;"Canamares ";500;6,21460809842219
16049;"Canavate, El ";165;5,10594547390058
16050;"Canaveras ";325;5,78382518232974
16051;"Canaveruelas ";151;5,01727983681492
16052;"Canete ";802;6,68710860786651
16053;"Canizares ";505;6,22455842927536
16055;"Carboneras de Guadazaon ";810;6,69703424766648
16056;"Cardenete ";533;6,27852142416584
16057;"Carrascosa ";89;4,48863636973214
16058;"Carrascosa de Haro ";122;4,80402104473326
16060;"Casas de Benitez ";918;6,82219739062049
16061;"Casas de Fernando Alonso ";1311;7,1785454837637
16062;"Casas de Garcimolina ";28;3,3322045101752
16063;"Casas de Guijarro ";116;4,75359019110636
16064;"Casas de Haro ";873;6,7719355558396
16065;"Casas de los Pinos ";464;6,13988455222626
16066;"Casasimarro ";3144;8,0532511535491
16067;"Castejon ";158;5,06259503302697
16068;"Castillejo de Iniesta ";189;5,24174701505964
16070;"Castillejo-Sierra ";33;3,49650756146648
16072;"Castillo de Garcimunoz ";157;5,05624580534831
16071;"Castillo-Albaranez ";21;3,04452243772342
16073;"Cervera del Llano ";231;5,44241771052179
16023;"Chillaron de Cuenca ";567;6,34035930372775
16081;"Chumillas ";54;3,98898404656427
16074;"Cierva, La ";44;3,78418963391826
16078;"Cuenca ";55428;10,9228401602186
16079;"Cueva del Hierro ";35;3,55534806148941
16082;"Enguidanos ";345;5,84354441703136
16083;"Fresneda de Altarejos ";54;3,98898404656427
16084;"Fresneda de la Sierra ";54;3,98898404656427
16085;"Frontera, La ";170;5,13579843705026
16086;"Fuente de Pedro Naharro ";1248;7,12929754892937
16087;"Fuentelespino de Haro ";280;5,63478960316925
16088;"Fuentelespino de Moya ";125;4,8283137373023
16904;"Fuentenava de Jabaga ";568;6,34212141872115
16089;"Fuentes ";465;6,14203740558736
16091;"Fuertescusa ";75;4,31748811353631
16092;"Gabaldon ";188;5,23644196282995
16093;"Garaballa ";72;4,27666611901606
16094;"Gascuena ";176;5,17048399503815
16095;"Graja de Campalbo ";101;4,61512051684126
16096;"Graja de Iniesta ";370;5,91350300563827
16097;"Henarejos ";169;5,12989871492307
16098;"Herrumblar, El ";717;6,57507584059962
16099;"Hinojosa, La ";214;5,36597601502185
16100;"Hinojosos, Los ";884;6,78445706263764
16101;"Hito, El ";173;5,15329159449778
16102;"Honrubia ";1650;7,40853056689463
16103;"Hontanaya ";319;5,76519110278484
16104;"Hontecillas ";58;4,06044301054642
16106;"Horcajo de Santiago ";3689;8,21311069759668
16107;"Huelamo ";106;4,66343909411207
16108;"Huelves ";53;3,97029191355212
16109;"Huerguina ";56;4,02535169073515
16110;"Huerta de la Obispalia ";133;4,89034912822175
16111;"Huerta del Marquesado ";210;5,34710753071747
16112;"Huete ";1862;7,52940645783701
16113;"Iniesta ";4382;8,38526052015541
16115;"Laguna del Marquesado ";48;3,87120101090789
16116;"Lagunaseca ";94;4,54329478227
16117;"Landete ";1310;7,1777824161952
16118;"Ledana ";1662;7,41577697541539
16119;"Leganiel ";189;5,24174701505964
16121;"Majadas, Las ";284;5,64897423816121
16122;"Mariana ";320;5,76832099579377
16123;"Masegosa ";79;4,36944785246702
16124;"Mesas, Las ";2388;7,77821147451249
16125;"Minglanilla ";2367;7,76937860951398
16126;"Mira ";987;6,89467003943348
16128;"Monreal del Llano ";73;4,29045944114839
16129;"Montalbanejo ";118;4,77068462446567
16130;"Montalbo ";687;6,53233429222235
16131;"Monteagudo de las Salinas ";144;4,969813299576
16132;"Mota de Altarejos ";31;3,43398720448515
16133;"Mota del Cuervo ";6172;8,72777821348305
16134;"Motilla del Palancar ";5896;8,68202943386917
16135;"Moya ";171;5,14166355650266
16137;"Narboneta ";56;4,02535169073515
16139;"Olivares de Jucar ";345;5,84354441703136
16140;"Olmeda de la Cuesta ";28;3,3322045101752
16141;"Olmeda del Rey ";135;4,90527477843843
16142;"Olmedilla de Alarcon ";158;5,06259503302697
16143;"Olmedilla de Eliz ";19;2,94443897916644
16145;"Osa de la Vega ";544;6,29894924685594
16146;"Pajaron ";84;4,43081679884331
16147;"Pajaroncillo ";76;4,33073334028633
16148;"Palomares del Campo ";680;6,52209279817015
16149;"Palomera ";186;5,2257466737132
16150;"Paracuellos ";102;4,62497281328427
16151;"Paredes ";65;4,17438726989564
16152;"Parra de las Vegas, La ";44;3,78418963391826
16153;"Pedernoso, El ";1189;7,08086789669078
16154;"Pedroneras, Las ";6816;8,82702806850915
16155;"Peral, El ";693;6,5410299991899
16156;"Peraleja, La ";109;4,69134788222914
16157;"Pesquera, La ";248;5,51342874616498
16158;"Picazo, El ";710;6,56526497003536
16159;"Pinarejo ";238;5,47227067367148
16160;"Pineda de Giguela ";69;4,23410650459726
16161;"Piqueras del Castillo ";57;4,04305126783455
16162;"Portalrubio de Guadamejud ";30;3,40119738166216
16163;"Portilla ";74;4,30406509320417
16165;"Poyatos ";67;4,20469261939097
16166;"Pozoamargo ";311;5,73979291217923
16908;"Pozorrubielos de la Mancha ";211;5,35185813347607
16167;"Pozorrubio de Santiago ";345;5,84354441703136
16169;"Pozuelo, El ";62;4,12713438504509
16170;"Priego ";1014;6,92165818415113
16171;"Provencio, El ";2526;7,83439230291044
16172;"Puebla de Almenara ";416;6,03068526026126
16174;"Puebla del Salvador ";211;5,35185813347607
16175;"Quintanar del Rey ";7576;8,93274063486591
16176;"Rada de Haro ";53;3,97029191355212
16177;"Reillo ";89;4,48863636973214
16181;"Rozalen del Monte ";75;4,31748811353631
16185;"Saceda-Trasierra ";51;3,93182563272433
16186;"Saelices ";553;6,31535800152233
16187;"Salinas del Manzano ";94;4,54329478227
16188;"Salmeroncillos ";115;4,74493212836325
16189;"Salvacanete ";316;5,75574221358691
16190;"San Clemente ";6754;8,81789020094551
16191;"San Lorenzo de la Parrilla ";1153;7,05012252026906
16192;"San Martin de Boniches ";48;3,87120101090789
16193;"San Pedro Palmiches ";70;4,24849524204936
16194;"Santa Cruz de Moya ";259;5,55682806169954
16196;"Santa Maria de los Llanos ";721;6,58063913728495
16195;"Santa Maria del Campo Rus ";626;6,4393503711001
16197;"Santa Maria del Val ";68;4,21950770517611
16198;"Sisante ";1758;7,47193207824512
16199;"Solera de Gabaldon ";29;3,36729582998647
